CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
43343	712.93524	1155509309412	0.57344	0.39282	712.65570	0.27954	927	1	0.56410	0.36603	1	0.57613	0.38706	1	0.57012	0.37655	1	0.26195	0.46267	16.29508	1.07560	1	0.65940	0.44102	18.51034	1.07449	1	-0.17686	0.01127	2.73101	0.00408	0	0.02670	0.00479	0.60103	0.00448	1	-0.56823	0.59500	0	0
43344	712.95154	1155509366722	0.57300	0.39239	712.65570	0.29584	927	1	0.54043	0.37895	1	0.58942	0.39031	1	0.56493	0.38463	1	0.26220	0.46222	16.21432	1.07106	1	0.65980	0.44126	18.20407	1.06534	1	-0.17686	0.01127	2.73101	0.00408	0	0.02670	0.00479	0.60103	0.00448	1	-0.56823	0.59500	0	0
43345	712.96808	1155509425091	0.57305	0.39140	712.65570	0.31238	927	1	0.55450	0.36996	1	0.59370	0.37518	1	0.57410	0.37257	1	0.26225	0.46235	16.01805	1.06191	1	0.65990	0.44119	18.12704	1.05619	1	-0.17686	0.01127	2.73101	0.00408	0	0.02670	0.00479	0.60103	0.00448	1	-0.56823	0.59500	0	0
43346	712.98444	1155509482486	0.57313	0.39073	712.65570	0.32874	927	1	0.55588	0.37643	1	0.59335	0.37832	1	0.57462	0.37738	1	0.26255	0.46228	15.63801	1.05277	1	0.65966	0.44118	18.41760	1.05158	1	-0.04074	0.00255	0.61748	0.00381	1	0.02815	0.00504	0.63235	0.00459	1	-0.56823	0.59500	0	0
43347	713.00092	1155509540547	0.57291	0.39131	712.65570	0.34521	927	1	0.56339	0.38000	1	0.57352	0.42672	1	0.56845	0.40336	1	0.26270	0.46283	15.91936	1.04815	1	0.65971	0.44110	18.41769	1.04697	1	-0.04074	0.00255	0.61748	0.00381	1	0.02815	0.00504	0.63235	0.00459	1	-0.56823	0.59500	0	0
43348	713.01727	1155509598178	0.57264	0.39049	712.65570	0.36157	927	1	0.55963	0.38200	1	0.57362	0.36303	1	0.56663	0.37252	1	0.26266	0.46269	15.81992	1.04808	1	0.65973	0.44109	18.35939	1.04690	1	-0.04074	0.00255	0.61748	0.00381	1	0.02815	0.00504	0.63235	0.00459	1	-0.56823	0.59500	0	0
43349	713.03375	1155509655985	0.57239	0.38974	712.65570	0.37805	927	1	0.55964	0.38206	1	0.57362	0.36308	1	0.56663	0.37257	1	0.26267	0.46272	15.79575	1.04801	1	0.65983	0.44129	18.26206	1.04682	1	-0.04074	0.00249	0.61748	0.00383	1	0.02797	0.00493	0.62575	0.00449	1	-0.56823	0.59500	0	0
43350	713.05011	1155509713531	0.57243	0.38948	712.65570	0.39441	927	1	0.56519	0.38298	1	0.58179	0.38327	1	0.57349	0.38312	1	0.26264	0.46291	15.93863	1.04793	1	0.65991	0.44159	18.16333	1.05136	1	-0.04074	0.00249	0.61748	0.00383	1	0.02797	0.00493	0.62575	0.00449	1	-0.56823	0.59500	0	TRIALEND= True
43351	713.06653	1155509771287	0.57270	0.38934	712.65570	0.41083	927	1	0.57711	0.40605	1	0.58181	0.36603	1	0.57946	0.38604	1	0.26269	0.46280	16.04699	1.05247	1	0.65984	0.44131	18.28320	1.05590	1	-0.04074	0.00249	0.61748	0.00383	1	0.02797	0.00493	0.62575	0.00449	1	-0.56823	0.59500	0	TRIALSTART= Ture
43352	713.08301	1155509829212	0.57295	0.38911	712.65570	0.42731	927	1	0.57650	0.40296	1	0.58210	0.36290	1	0.57930	0.38293	1	0.26272	0.46250	16.07437	1.05701	1	0.65984	0.44131	18.29627	1.06043	1	-0.04074	0.00255	0.61748	0.00393	1	0.02797	0.00493	0.62575	0.00455	1	-0.56823	0.59500	0	0
43353	713.09937	1155509886769	0.57324	0.38881	712.65570	0.44366	927	1	0.58174	0.39611	1	0.58071	0.36534	1	0.58123	0.38072	1	0.26260	0.46252	15.78070	1.06154	1	0.65997	0.44152	18.28468	1.06497	1	-0.04074	0.00255	0.61748	0.00393	1	0.02797	0.00493	0.62575	0.00455	1	-0.56823	0.59500	0	0
43354	713.11572	1155509944506	0.57338	0.38955	712.65570	0.46002	927	1	0.56981	0.38715	1	0.58435	0.43337	1	0.57708	0.41026	1	0.26276	0.46253	15.97428	1.06154	1	0.65989	0.44137	18.28379	1.06497	1	-0.04074	0.00255	0.61748	0.00393	1	0.02797	0.00493	0.62575	0.00455	1	-0.56823	0.59500	0	0
43355	713.13220	1155510002291	0.57350	0.39024	712.65570	0.47650	927	1	0.56981	0.38715	1	0.58435	0.43337	1	0.57708	0.41026	1	0.26290	0.46272	16.08083	1.06154	1	0.65998	0.44134	18.41705	1.06497	1	-0.04074	0.00249	0.61748	0.00395	1	0.02797	0.00493	0.62575	0.00460	1	-0.56823	0.59500	0	0
43356	713.14856	1155510059965	0.57355	0.39021	712.65570	0.49286	927	1	0.56552	0.39702	1	0.58462	0.38178	1	0.57507	0.38940	1	0.26275	0.46297	15.86554	1.06154	1	0.66014	0.44211	18.57313	1.06497	1	-0.04074	0.00249	0.61748	0.00395	1	0.02797	0.00493	0.62575	0.00460	1	-0.56823	0.59500	0	0
43357	713.16516	1155510118356	0.57590	0.38921	712.65570	0.50946	927	1	0.64475	0.34839	1	0.65305	0.36789	1	0.64890	0.35814	1	0.26519	0.46317	16.29329	1.06154	1	0.66320	0.44219	19.15345	1.06497	1	-0.04074	0.00249	0.61748	0.00395	1	0.02797	0.00493	0.62575	0.00460	1	-0.56823	0.59500	0	0
43358	713.18152	1155510175847	0.57812	0.38827	712.65570	0.52582	927	1	0.64475	0.34839	1	0.65305	0.36789	1	0.64890	0.35814	1	0.26720	0.46228	15.57151	1.06154	1	0.66454	0.44120	18.04432	1.06497	1	-0.03953	0.00259	0.61311	0.00380	1	0.02923	0.00500	0.63520	0.00458	1	-0.56823	0.59500	0	0
43359	713.19794	1155510233671	0.58353	0.38739	712.65570	0.54224	927	1	0.77503	0.36678	1	0.74956	0.35003	1	0.76230	0.35841	1	0.27253	0.46168	16.18814	1.06154	1	0.66939	0.44277	19.64320	1.06497	1	-0.03953	0.00259	0.61311	0.00380	1	0.02923	0.00500	0.63520	0.00458	1	-0.56823	0.59500	0	0
43360	713.21436	1155510291301	0.61846	0.38063	712.65570	0.54224	927	0	0.77139	0.39544	1	0.73285	0.35970	1	0.75212	0.37757	1	0.27248	0.46174	15.77850	1.06154	1	0.66917	0.44269	19.55207	1.06497	1	-0.03953	0.00259	0.61311	0.00380	1	0.02923	0.00500	0.63520	0.00458	1	-0.56823	0.59500	0	0
43361	713.23071	1155510348836	0.68529	0.37910	712.65570	0.54224	927	0	0.77139	0.39544	1	0.73285	0.35970	1	0.75212	0.37757	1	0.27248	0.46162	15.57915	1.06154	1	0.66928	0.44276	19.46985	1.06497	1	-0.03910	0.00257	0.60811	0.00377	1	0.02923	0.00506	0.63520	0.00494	1	-0.56823	0.59500	0	0
43362	713.24713	1155510406783	0.70840	0.37950	712.65570	0.54224	927	0	0.76133	0.43376	1	0.74788	0.32681	1	0.75460	0.38029	1	0.27239	0.46180	15.62702	1.06154	1	0.66926	0.44243	19.26294	1.06497	1	-0.03910	0.00257	0.60811	0.00377	1	0.02923	0.00506	0.63520	0.00494	1	-0.56823	0.59500	0	0
43363	713.26367	1155510464959	0.75260	0.37933	712.65570	0.54224	927	0	0.76221	0.44923	1	0.73995	0.31102	1	0.75108	0.38012	1	0.27245	0.46145	15.41720	1.06154	1	0.66933	0.44239	19.45108	1.06497	1	-0.03910	0.00257	0.60811	0.00377	1	0.02923	0.00506	0.63520	0.00494	1	-0.56823	0.59500	0	0
43364	713.28015	1155510522774	0.75211	0.37814	712.65570	0.54224	927	0	0.76234	0.44627	1	0.74091	0.30764	1	0.75163	0.37695	1	0.27256	0.46157	15.58876	1.06615	1	0.66928	0.44218	19.46527	1.06958	1	-0.04035	0.00270	0.62665	0.00391	1	0.02923	0.00506	0.63520	0.00496	1	-0.56823	0.59500	0	0
43365	713.29645	1155510580207	0.75741	0.37114	712.65570	0.54224	927	0	0.79410	0.41003	1	0.74188	0.30427	1	0.76799	0.35715	1	0.27240	0.46121	15.47518	1.07077	1	0.66940	0.44215	19.24352	1.07419	1	-0.04035	0.00270	0.62665	0.00391	1	0.02923	0.00506	0.63520	0.00496	1	-0.56823	0.59500	0	0
43366	713.31287	1155510637961	0.75574	0.36832	713.26367	0.04919	928	1	0.75009	0.39475	1	0.75142	0.32493	1	0.75076	0.35984	1	0.27246	0.46128	15.59058	1.07538	1	0.66937	0.44202	19.46097	1.07880	1	-0.04035	0.00270	0.62665	0.00391	1	0.02923	0.00506	0.63520	0.00496	1	-0.56823	0.59500	0	0
43367	713.32935	1155510695875	0.75475	0.36630	713.26367	0.06567	928	1	0.75017	0.39160	1	0.75143	0.32488	1	0.75080	0.35824	1	0.27257	0.46127	15.41233	1.07999	1	0.66945	0.44218	19.59305	1.07888	1	-0.04035	0.00270	0.62665	0.00391	1	0.02841	0.00491	0.61605	0.00488	1	-0.56823	0.59500	0	0
43368	713.34583	1155510753843	0.75649	0.36305	713.26367	0.08215	928	1	0.76929	0.38914	1	0.76103	0.30439	1	0.76516	0.34677	1	0.27247	0.46113	15.49559	1.08006	1	0.66969	0.44205	19.24261	1.07895	1	-0.04035	0.00270	0.62665	0.00391	1	0.02841	0.00491	0.61605	0.00488	1	-0.56823	0.59500	0	0
43369	713.36212	1155510811129	0.75911	0.36241	713.26367	0.09845	928	1	0.77565	0.41329	1	0.77399	0.30396	1	0.77482	0.35862	1	0.27260	0.46095	15.46259	1.08014	1	0.66976	0.44211	19.26077	1.07902	1	-0.04035	0.00270	0.62665	0.00391	1	0.02841	0.00491	0.61605	0.00488	1	-0.56823	0.59500	0	0
43370	713.37842	1155510868607	0.76099	0.36234	713.26367	0.11475	928	1	0.77548	0.41630	1	0.77291	0.30727	1	0.77420	0.36179	1	0.27264	0.46104	15.53179	1.07560	1	0.66980	0.44227	19.20765	1.07449	1	-0.03922	0.00263	0.61000	0.00382	1	0.02794	0.00481	0.60347	0.00467	1	-0.56823	0.59500	0	0
43371	713.39514	1155510927294	0.76288	0.36021	713.26367	0.13147	928	1	0.78337	0.37203	1	0.77251	0.31440	1	0.77794	0.34321	1	0.27268	0.46098	15.59743	1.07106	1	0.66987	0.44241	19.25282	1.06534	1	-0.03922	0.00263	0.61000	0.00382	1	0.02794	0.00481	0.60347	0.00467	1	-0.56823	0.59500	0	0
43372	713.41138	1155510984438	0.76339	0.36081	713.26367	0.14771	928	1	0.76396	0.41185	1	0.77216	0.32063	1	0.76806	0.36624	1	0.27256	0.46069	15.50086	1.06191	1	0.66985	0.44236	19.26810	1.05619	1	-0.03922	0.00263	0.61000	0.00382	1	0.02794	0.00481	0.60347	0.00467	1	-0.56823	0.59500	0	0
43373	713.42786	1155511042342	0.76371	0.36189	713.26367	0.16418	928	1	0.76369	0.41804	1	0.76995	0.32730	1	0.76682	0.37267	1	0.27251	0.46096	15.56922	1.05277	1	0.66976	0.44221	19.27736	1.04704	1	-0.03922	0.00263	0.61000	0.00375	1	0.02794	0.00481	0.60347	0.00457	1	-0.56823	0.59500	0	0
43374	713.44434	1155511100338	0.76466	0.36251	713.26367	0.18066	928	1	0.80228	0.39007	1	0.74811	0.34864	1	0.77520	0.36935	1	0.27256	0.46101	15.62932	1.04362	1	0.66972	0.44222	19.29746	1.03790	1	-0.03922	0.00263	0.61000	0.00375	1	0.02794	0.00481	0.60347	0.00457	1	-0.56823	0.59500	0	0
43375	713.46069	1155511158037	0.76471	0.36227	713.26367	0.19702	928	1	0.78244	0.38082	1	0.74805	0.33793	1	0.76524	0.35938	1	0.27255	0.46099	15.43443	1.03901	1	0.66949	0.44238	19.28958	1.03328	1	-0.03922	0.00263	0.61000	0.00375	1	0.02794	0.00481	0.60347	0.00457	1	-0.56823	0.59500	0	0
43376	713.47717	1155511215918	0.76474	0.36219	713.26367	0.21350	928	1	0.78223	0.38416	1	0.74803	0.33799	1	0.76513	0.36107	1	0.27227	0.46135	15.54473	1.03440	1	0.66949	0.44244	19.29559	1.03321	1	-0.03953	0.00264	0.61311	0.00370	1	0.02923	0.00506	0.63520	0.00475	1	-0.56823	0.59500	0	0
43377	713.49359	1155511273663	0.76399	0.36191	713.26367	0.22992	928	1	0.76876	0.36289	1	0.73842	0.35321	1	0.75359	0.35805	1	0.27250	0.46144	15.05881	1.03432	1	0.66928	0.44261	19.21883	1.03775	1	-0.03953	0.00264	0.61311	0.00370	1	0.02923	0.00506	0.63520	0.00475	1	-0.56823	0.59500	0	0
43378	713.51001	1155511331545	0.76545	0.36165	713.26367	0.24634	928	1	0.80702	0.35394	1	0.76744	0.36166	1	0.78723	0.35780	1	0.27256	0.46163	14.93987	1.03886	1	0.66922	0.44252	19.26020	1.04228	1	-0.03953	0.00264	0.61311	0.00370	1	0.02923	0.00506	0.63520	0.00475	1	-0.56823	0.59500	0	0
43379	713.52655	1155511389566	0.76673	0.36141	713.26367	0.26288	928	1	0.80706	0.35359	1	0.76755	0.36133	1	0.78730	0.35746	1	0.27202	0.46182	15.66783	1.03933	1	0.66924	0.44261	19.25242	1.04275	1	-0.03852	0.00246	0.59662	0.00364	1	0.02848	0.00487	0.61883	0.00466	1	-0.56823	0.59500	0	0
43380	713.54303	1155511447570	0.76678	0.36160	713.26367	0.27936	928	1	0.77009	0.35985	1	0.76501	0.36982	1	0.76755	0.36483	1	0.27212	0.46195	15.04452	1.03980	1	0.66918	0.44176	18.77002	1.04322	1	-0.03852	0.00246	0.59662	0.00364	1	0.02848	0.00487	0.61883	0.00466	1	-0.56823	0.59500	0	0
43381	713.55951	1155511505630	0.76592	0.36248	713.26367	0.29584	928	1	0.77115	0.37140	1	0.72988	0.38544	1	0.75051	0.37842	1	0.27201	0.46209	15.37227	1.04026	1	0.66913	0.44286	19.38352	1.04369	1	-0.03852	0.00246	0.59662	0.00364	1	0.02848	0.00487	0.61883	0.00466	1	-0.56823	0.59500	0	0
43382	713.57587	1155511563168	0.76513	0.36334	713.26367	0.31219	928	1	0.77116	0.37106	1	0.72904	0.38820	1	0.75010	0.37963	1	0.27259	0.46230	15.49954	1.04073	1	0.66959	0.44172	18.14235	1.03962	1	-0.03746	0.00235	0.58354	0.00353	1	0.02794	0.00464	0.60347	0.00427	1	-0.56823	0.59500	0	0
43383	713.59229	1155511620976	0.76839	0.36444	713.26367	0.32861	928	1	0.84490	0.38662	1	0.82236	0.38617	1	0.83363	0.38639	1	0.27529	0.46336	15.69270	1.03666	1	0.67181	0.44415	19.60101	1.03555	1	-0.03746	0.00235	0.58354	0.00353	1	0.02794	0.00464	0.60347	0.00427	1	-0.56823	0.59500	0	0
43384	713.60870	1155511678670	0.77122	0.36612	713.26367	0.34503	928	1	0.83975	0.41902	1	0.82143	0.38378	1	0.83059	0.40140	1	0.27498	0.46331	15.97645	1.02806	1	0.67177	0.44402	19.61184	1.02695	1	-0.03746	0.00235	0.58354	0.00353	1	0.02794	0.00464	0.60347	0.00427	1	-0.56823	0.59500	0	0
43385	713.62518	1155511736525	0.77376	0.36779	713.26367	0.36151	928	1	0.83930	0.42218	1	0.82009	0.38690	1	0.82970	0.40454	1	0.27474	0.46370	15.63001	1.02352	1	0.67212	0.44419	19.14444	1.02241	1	-0.03897	0.00246	0.60973	0.00366	1	0.02848	0.00469	0.61028	0.00448	1	-0.56823	0.59500	0	0
43386	713.64160	1155511794415	0.77573	0.36902	713.26367	0.37793	928	1	0.84534	0.43025	1	0.79669	0.36425	1	0.82101	0.39725	1	0.27484	0.46347	15.55138	1.01898	1	0.67230	0.44386	18.83731	1.02194	1	-0.03897	0.00246	0.60973	0.00366	1	0.02848	0.00469	0.61028	0.00448	1	-0.56823	0.59500	0	0
43387	713.65778	1155511851237	0.77744	0.37110	713.26367	0.39410	928	1	0.84061	0.42770	1	0.79615	0.41464	1	0.81838	0.42117	1	0.27491	0.46346	15.74432	1.01852	1	0.67243	0.44303	17.87151	1.02147	1	-0.03897	0.00246	0.60973	0.00366	1	0.02848	0.00469	0.61028	0.00448	1	-0.56823	0.59500	0	0
43388	713.67450	1155511910147	0.77901	0.37304	713.26367	0.41083	928	1	0.84056	0.42802	1	0.79602	0.41495	1	0.81829	0.42149	1	0.27528	0.46304	15.46192	1.01805	1	0.67232	0.44378	18.69093	1.02100	1	-0.03897	0.00246	0.60973	0.00360	1	0.02848	0.00469	0.61028	0.00437	1	-0.56823	0.59500	0	0
43389	713.69086	1155511967708	0.80119	0.38976	713.26367	0.41083	928	0	0.83840	0.42008	1	0.80158	0.39342	1	0.81999	0.40675	1	0.27528	0.46304	15.46192	1.01758	1	0.67252	0.44288	18.03118	1.02054	1	-0.03897	0.00246	0.60973	0.00360	1	0.02848	0.00469	0.61028	0.00437	1	-0.56823	0.59500	0	0
43390	713.70721	1155512025164	0.81342	0.41048	713.26367	0.41083	928	0	0.84957	0.45175	1	0.80173	0.41065	1	0.82565	0.43120	1	0.27540	0.46314	15.39615	1.02165	1	0.67252	0.44288	18.03118	1.02460	1	-0.03897	0.00246	0.60973	0.00360	1	0.02848	0.00469	0.61028	0.00437	1	-0.56823	0.59500	0	0
43391	713.72375	1155512083473	0.81776	0.41649	713.26367	0.41083	928	0	0.85001	0.44903	1	0.80286	0.40795	1	0.82643	0.42849	1	0.27535	0.46323	15.42166	1.02572	1	0.67246	0.44294	17.95703	1.02867	1	-0.03897	0.00246	0.60973	0.00362	1	0.02848	0.00469	0.61028	0.00423	1	-0.56823	0.59500	0	0
43392	713.74011	1155512140818	0.81760	0.41438	713.69086	0.04926	929	1	0.82556	0.41859	1	0.80872	0.39755	1	0.81714	0.40807	1	0.27527	0.46359	15.53856	1.02978	1	0.67266	0.44321	17.62733	1.02867	1	-0.03897	0.00246	0.60973	0.00362	1	0.02848	0.00469	0.61028	0.00423	1	-0.56823	0.59500	0	0
43393	713.75653	1155512198691	0.81900	0.41424	713.69086	0.06567	929	1	0.82515	0.42250	1	0.82399	0.40480	1	0.82457	0.41365	1	0.27517	0.46303	15.38409	1.02978	1	0.67288	0.44312	17.63323	1.02867	1	-0.03897	0.00246	0.60973	0.00362	1	0.02848	0.00469	0.61028	0.00423	1	-0.56823	0.59500	0	0
43394	713.77295	1155512256400	0.82007	0.41362	713.69086	0.08209	929	1	0.82555	0.41931	1	0.82536	0.40173	1	0.82545	0.41052	1	0.27546	0.46273	15.42210	1.03440	1	0.67296	0.44299	17.87157	1.03328	1	-0.04000	0.00253	0.62667	0.00375	1	0.02848	0.00469	0.61028	0.00423	1	-0.56823	0.59500	0	0
43395	713.78931	1155512313953	0.82123	0.40985	713.69086	0.09845	929	1	0.83199	0.41735	1	0.82440	0.35717	1	0.82820	0.38726	1	0.27554	0.46354	15.12043	1.03901	1	0.67292	0.44309	18.03176	1.03790	1	-0.04000	0.00253	0.62667	0.00375	1	0.02848	0.00469	0.61028	0.00423	1	-0.56823	0.59500	0	0
43396	713.80585	1155512372059	0.82170	0.40616	713.69086	0.11499	929	1	0.85640	0.38662	1	0.79353	0.37398	1	0.82497	0.38030	1	0.27574	0.46307	15.20524	1.04362	1	0.67292	0.44301	17.95174	1.04251	1	-0.04000	0.00253	0.62667	0.00375	1	0.02848	0.00469	0.61028	0.00423	1	-0.56823	0.59500	0	0
43397	713.82239	1155512430308	0.82216	0.40292	713.69086	0.13153	929	1	0.85691	0.38331	1	0.79475	0.37081	1	0.82583	0.37706	1	0.27612	0.46335	15.35751	1.04823	1	0.67313	0.44312	18.08845	1.04712	1	-0.18117	0.01145	2.90735	0.00375	0	0.02864	0.00470	0.61116	0.00434	1	-0.56823	0.59500	0	0
43398	713.83881	1155512488099	0.82220	0.40253	713.69086	0.14795	929	1	0.82129	0.42528	1	0.82377	0.37263	1	0.82253	0.39895	1	0.27620	0.46348	15.45186	1.05284	1	0.67302	0.44357	18.30213	1.05173	1	-0.18117	0.01145	2.90735	0.00375	0	0.02864	0.00470	0.61116	0.00434	1	-0.56823	0.59500	0	0
43399	713.85504	1155512545139	0.82240	0.40287	713.69086	0.16418	929	1	0.82060	0.44627	1	0.82826	0.36643	1	0.82443	0.40635	1	0.27623	0.46348	15.54096	1.05745	1	0.67309	0.44343	18.18545	1.05634	1	-0.18117	0.01145	2.90735	0.00375	0	0.02864	0.00470	0.61116	0.00434	1	-0.56823	0.59500	0	0
43400	713.87164	1155512603543	0.82257	0.40316	713.69086	0.18079	929	1	0.82060	0.44627	1	0.82826	0.36643	1	0.82443	0.40635	1	0.27616	0.46412	15.87368	1.05745	1	0.67313	0.44355	18.09639	1.05634	1	-0.03843	0.00238	0.60486	0.00381	1	0.02846	0.00465	0.60500	0.00434	1	-0.56823	0.59500	0	0
43401	713.88794	1155512660856	0.82386	0.40222	713.69086	0.19708	929	1	0.83786	0.40574	1	0.84081	0.37604	1	0.83933	0.39089	1	0.27674	0.46474	15.11448	1.05745	1	0.67390	0.44636	18.83111	1.05173	1	-0.03843	0.00238	0.60486	0.00381	1	0.02846	0.00465	0.60500	0.00434	1	-0.56823	0.59500	0	0
43402	713.90430	1155512718441	0.82888	0.41810	713.69086	0.21344	929	1	0.86883	0.67240	1	0.91939	0.57680	1	0.89411	0.62460	1	0.27880	0.47352	14.93447	1.05284	1	0.67411	0.45303	19.28750	1.04712	1	-0.03843	0.00238	0.60486	0.00381	1	0.02846	0.00465	0.60500	0.00434	1	-0.56823	0.59500	0	0
43403	713.92078	1155512776559	0.83315	0.43201	713.69086	0.22992	929	1	0.86826	0.67442	1	0.91762	0.57906	1	0.89294	0.62674	1	0.27936	0.47483	14.81684	1.04823	1	0.67477	0.45631	18.55786	1.04251	1	-0.03869	0.00150	0.61434	0.00358	1	0.02880	0.00367	0.61213	0.00444	1	-0.56823	0.59500	0	0
43404	713.93713	1155512834030	0.83540	0.45963	713.69086	0.24628	929	1	0.85268	0.91098	1	0.88561	0.83675	1	0.86915	0.87387	1	0.27972	0.48127	15.09625	1.04362	1	0.67465	0.46216	18.60206	1.03790	1	-0.03869	0.00150	0.61434	0.00358	1	0.02880	0.00367	0.61213	0.00444	1	-0.56823	0.59500	0	0
43405	713.95343	1155512891345	0.84495	0.51077	713.69086	0.24628	929	0	0.86129	0.87203	1	0.87488	0.82067	1	0.86809	0.84635	1	0.27977	0.48110	15.08859	1.03901	1	0.67486	0.46164	18.60254	1.03328	1	-0.03869	0.00150	0.61434	0.00358	1	0.02880	0.00367	0.61213	0.00444	1	-0.56823	0.59500	0	0
43406	713.96997	1155512949572	0.85589	0.67938	713.69086	0.24628	929	0	0.86023	0.87420	1	0.87344	0.82177	1	0.86683	0.84798	1	0.27977	0.48145	14.95904	1.03033	1	0.67483	0.46185	19.05705	1.02914	1	-0.03711	0.00132	0.58846	0.00340	1	0.02943	0.00369	0.62422	0.00459	1	-0.56823	0.59500	0	0
43407	713.98633	1155513007144	0.85525	0.72981	713.69086	0.24628	929	0	0.85078	0.89196	1	0.85715	0.76940	1	0.85396	0.83068	1	0.27948	0.48139	15.55065	1.02618	1	0.67524	0.46197	18.90267	1.02961	1	-0.03711	0.00132	0.58846	0.00340	1	0.02943	0.00369	0.62422	0.00459	1	-0.56823	0.59500	0	0
