CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
216045	3550.21729	1207386384575	0.55930	0.40813	3549.59277	0.62451	3666	1	0.56341	0.44571	1	0.54806	0.38325	1	0.55573	0.41448	1	0.31443	0.56626	15.92184	1.05009	1	0.69501	0.54617	15.76961	1.04818	1	-0.03244	-0.00887	0.63041	0.00394	1	0.03569	-0.00702	0.65648	0.00415	1	-0.56719	0.62583	0	0
216046	3550.23364	1207386442252	0.55936	0.40821	3549.59277	0.64087	3666	1	0.57152	0.45765	1	0.55187	0.36505	1	0.56169	0.41135	1	0.31432	0.56632	16.18661	1.04996	1	0.69481	0.54616	15.89651	1.04806	1	-0.03244	-0.00887	0.63041	0.00394	1	0.03569	-0.00702	0.65648	0.00415	1	-0.56719	0.62583	0	0
216047	3550.24976	1207386499536	0.55941	0.40825	3549.59277	0.65698	3666	1	0.57083	0.45479	1	0.55187	0.36505	1	0.56135	0.40992	1	0.31459	0.56640	15.87859	1.05466	1	0.69501	0.54604	15.97392	1.04806	1	-0.03322	-0.00934	0.64670	0.00406	1	0.03399	-0.00691	0.62424	0.00392	1	-0.56719	0.62583	0	0
216048	3550.26636	1207386557438	0.56048	0.41286	3549.59277	0.67358	3666	1	0.59054	0.59288	1	0.61874	0.61086	1	0.60464	0.60187	1	0.31508	0.57303	15.80070	1.05466	1	0.69585	0.55308	15.53734	1.04806	1	-0.03322	-0.00934	0.64670	0.00406	1	0.03399	-0.00691	0.62424	0.00392	1	-0.56719	0.62583	0	0
216049	3550.28271	1207386614948	0.56099	0.41853	3549.59277	0.68994	3666	1	0.58895	0.65477	1	0.57510	0.65816	1	0.58203	0.65646	1	0.31522	0.57364	15.70998	1.04996	1	0.69601	0.55428	15.87131	1.04336	1	-0.03322	-0.00934	0.64670	0.00406	1	0.03399	-0.00691	0.62424	0.00392	1	-0.56719	0.62583	0	0
216050	3550.29907	1207386673018	0.57078	0.45779	3549.59277	0.68994	3666	0	0.59027	0.65885	1	0.57453	0.66014	1	0.58240	0.65950	1	0.31526	0.57490	15.77063	1.04044	1	0.69618	0.55464	15.67379	1.03853	1	-0.03217	-0.00951	0.62975	0.00387	1	0.03506	-0.00741	0.64267	0.00392	1	-0.56719	0.62583	0	0
216051	3550.31567	1207386730858	0.59074	0.55409	3549.59277	0.68994	3666	0	0.60785	0.64750	1	0.61356	0.65331	1	0.61070	0.65040	1	0.31548	0.57500	16.13271	1.03561	1	0.69632	0.55534	16.26937	1.03853	1	-0.03217	-0.00951	0.62975	0.00387	1	0.03506	-0.00741	0.64267	0.00392	1	-0.56719	0.62583	0	0
216052	3550.33203	1207386788183	0.59428	0.58633	3549.59277	0.68994	3666	0	0.62009	0.65192	1	0.58263	0.64967	1	0.60136	0.65079	1	0.31564	0.57497	16.07512	1.03561	1	0.69648	0.55534	16.54240	1.03853	1	-0.03217	-0.00951	0.62975	0.00387	1	0.03506	-0.00741	0.64267	0.00392	1	-0.56719	0.62583	0	0
216053	3550.34839	1207386846549	0.60448	0.64997	3549.59277	0.68994	3666	0	0.61954	0.64979	1	0.58324	0.64764	1	0.60139	0.64872	1	0.31563	0.57513	15.85959	1.04044	1	0.69680	0.55520	15.92010	1.04336	1	-0.03324	-0.00984	0.65195	0.00403	1	0.03537	-0.00743	0.64404	0.00401	1	-0.56719	0.62583	0	0
216054	3550.36475	1207386903773	0.59273	0.65398	3549.59277	0.68994	3666	0	0.59460	0.66479	1	0.56733	0.65118	1	0.58097	0.65798	1	0.31606	0.57518	16.35230	1.04526	1	0.69731	0.55581	16.03729	1.04336	1	-0.03324	-0.00984	0.65195	0.00403	1	0.03537	-0.00743	0.64404	0.00401	1	-0.56719	0.62583	0	0
216055	3550.38135	1207386961773	0.59352	0.66636	3549.59277	0.68994	3666	0	0.60606	0.70818	1	0.58416	0.67407	1	0.59511	0.69113	1	0.31609	0.57548	16.09425	1.04996	1	0.69768	0.55578	15.92863	1.04806	1	-0.03324	-0.00984	0.65195	0.00403	1	0.03537	-0.00743	0.64404	0.00401	1	-0.56719	0.62583	0	0
216056	3550.39771	1207387019597	0.59384	0.67279	3550.34839	0.04932	3667	1	0.60608	0.70823	1	0.58355	0.67597	1	0.59481	0.69210	1	0.31630	0.57536	15.81412	1.04983	1	0.69747	0.55601	16.31075	1.04323	1	-0.03223	-0.00962	0.63336	0.00394	1	0.03474	-0.00734	0.63150	0.00403	1	-0.56719	0.62583	0	0
216057	3550.41406	1207387077411	0.59161	0.66473	3550.34839	0.06567	3667	1	0.59050	0.61376	1	0.57486	0.65121	1	0.58268	0.63248	1	0.31654	0.57549	16.13394	1.04501	1	0.69788	0.55638	16.15655	1.04323	1	-0.03223	-0.00962	0.63336	0.00394	1	0.03474	-0.00734	0.63150	0.00403	1	-0.56719	0.62583	0	0
216058	3550.43066	1207387135620	0.58995	0.66146	3550.34839	0.08228	3667	1	0.58708	0.62776	1	0.57619	0.66241	1	0.58164	0.64509	1	0.31649	0.57543	16.04231	1.04031	1	0.69810	0.55655	16.20907	1.03853	1	-0.03223	-0.00962	0.63336	0.00394	1	0.03474	-0.00734	0.63150	0.00403	1	-0.56719	0.62583	0	0
216059	3550.44702	1207387193319	0.58881	0.65927	3550.34839	0.09863	3667	1	0.58774	0.62991	1	0.57619	0.66241	1	0.58196	0.64616	1	0.31675	0.57571	16.57548	1.03561	1	0.69817	0.55655	16.05428	1.03853	1	-0.03166	-0.00948	0.62433	0.00402	1	0.03577	-0.00767	0.64912	0.00406	1	-0.56719	0.62583	0	0
216060	3550.46362	1207387251239	0.58722	0.65504	3550.34839	0.11523	3667	1	0.59706	0.65654	1	0.55515	0.59421	1	0.57611	0.62537	1	0.31690	0.57541	16.45105	1.03561	1	0.69819	0.55656	16.12700	1.03371	1	-0.03166	-0.00948	0.62433	0.00402	1	0.03577	-0.00767	0.64912	0.00406	1	-0.56719	0.62583	0	0
216061	3550.47998	1207387308992	0.58455	0.65335	3550.34839	0.13159	3667	1	0.57276	0.65017	1	0.55358	0.62964	1	0.56317	0.63990	1	0.31711	0.57534	16.68092	1.03079	1	0.69823	0.55649	16.51922	1.02888	1	-0.03166	-0.00948	0.62433	0.00402	1	0.03577	-0.00767	0.64912	0.00406	1	-0.56719	0.62583	0	0
216062	3550.49634	1207387366737	0.58241	0.65201	3550.34839	0.14795	3667	1	0.57276	0.65017	1	0.55358	0.62964	1	0.56317	0.63990	1	0.31713	0.57531	16.63839	1.03079	1	0.69834	0.55667	16.55151	1.02888	1	-0.03307	-0.00992	0.65342	0.00420	1	0.03505	-0.00745	0.63610	0.00406	1	-0.56719	0.62583	0	0
216063	3550.51294	1207387424754	0.58128	0.64987	3550.34839	0.16455	3667	1	0.57386	0.63151	1	0.56604	0.62555	1	0.56995	0.62853	1	0.31714	0.57529	16.61204	1.03079	1	0.69841	0.55661	16.65381	1.03371	1	-0.03307	-0.00992	0.65342	0.00420	1	0.03505	-0.00745	0.63610	0.00406	1	-0.56719	0.62583	0	0
216064	3550.52930	1207387482439	0.58002	0.64803	3550.34839	0.18091	3667	1	0.56671	0.68215	1	0.56569	0.57341	1	0.56620	0.62778	1	0.31724	0.57554	16.95712	1.04031	1	0.69842	0.55669	16.77836	1.04323	1	-0.03307	-0.00992	0.65342	0.00420	1	0.03505	-0.00745	0.63610	0.00406	1	-0.56719	0.62583	0	0
216065	3550.54565	1207387540203	0.57892	0.64624	3550.34839	0.19727	3667	1	0.56520	0.67828	1	0.56623	0.57103	1	0.56571	0.62466	1	0.31722	0.57521	16.82753	1.04983	1	0.69848	0.55651	16.91158	1.04806	1	-0.03307	-0.00992	0.65342	0.00433	1	0.03456	-0.00734	0.62599	0.00416	1	-0.56719	0.62583	0	0
216066	3550.56226	1207387598182	0.57849	0.64649	3550.34839	0.21387	3667	1	0.57401	0.65656	1	0.57172	0.64309	1	0.57287	0.64982	1	0.31724	0.57500	16.71082	1.05466	1	0.69858	0.55639	16.65166	1.05288	1	-0.03307	-0.00992	0.65342	0.00433	1	0.03456	-0.00734	0.62599	0.00416	1	-0.56719	0.62583	0	0
216067	3550.57861	1207387655848	0.57752	0.64695	3550.34839	0.23022	3667	1	0.55926	0.64858	1	0.56862	0.65802	1	0.56394	0.65330	1	0.31723	0.57498	16.65182	1.05479	1	0.69856	0.55627	16.60397	1.05301	1	-0.03307	-0.00992	0.65342	0.00433	1	0.03456	-0.00734	0.62599	0.00416	1	-0.56719	0.62583	0	0
216068	3550.59497	1207387713984	0.57669	0.64728	3550.34839	0.24658	3667	1	0.55924	0.64852	1	0.56916	0.65605	1	0.56420	0.65229	1	0.31710	0.57472	17.04110	1.05491	1	0.69855	0.55607	16.71336	1.05783	1	-0.03307	-0.00992	0.65342	0.00440	1	0.03577	-0.00755	0.64912	0.00430	1	-0.56719	0.62583	0	0
216069	3550.61133	1207387771382	0.57650	0.64801	3550.34839	0.26294	3667	1	0.57565	0.67608	1	0.57125	0.64331	1	0.57345	0.65970	1	0.31706	0.57471	16.99928	1.05974	1	0.69849	0.55620	17.02365	1.05783	1	-0.03307	-0.00992	0.65342	0.00440	1	0.03577	-0.00755	0.64912	0.00430	1	-0.56719	0.62583	0	0
216070	3550.62769	1207387828761	0.57607	0.64789	3550.34839	0.27930	3667	1	0.56907	0.66391	1	0.56860	0.62783	1	0.56883	0.64587	1	0.31710	0.57537	16.68913	1.05974	1	0.69831	0.55621	16.73883	1.05783	1	-0.03307	-0.00992	0.65342	0.00440	1	0.03577	-0.00755	0.64912	0.00430	1	-0.56719	0.62583	0	0
216071	3550.64429	1207387887202	0.57569	0.64778	3550.34839	0.29590	3667	1	0.56907	0.66391	1	0.56860	0.62783	1	0.56883	0.64587	1	0.31712	0.57524	16.52551	1.05974	1	0.69833	0.55622	16.89225	1.05783	1	-0.03346	-0.00998	0.66116	0.00434	1	0.03505	-0.00745	0.63610	0.00426	1	-0.56719	0.62583	0	0
216072	3550.66064	1207387944855	0.57628	0.64686	3550.34839	0.31226	3667	1	0.57643	0.64415	1	0.59845	0.61459	1	0.58744	0.62937	1	0.31691	0.57542	16.48621	1.05974	1	0.69821	0.55632	16.73192	1.05783	1	-0.03346	-0.00998	0.66116	0.00434	1	0.03505	-0.00745	0.63610	0.00426	1	-0.56719	0.62583	0	0
216073	3550.67700	1207388002468	0.57116	0.64624	3550.34839	0.32861	3667	1	0.46471	0.66384	1	0.47306	0.60374	1	0.46888	0.63379	1	0.31384	0.57640	17.49375	1.06444	1	0.69464	0.55708	17.18899	1.06253	1	-0.03346	-0.00998	0.66116	0.00434	1	0.03505	-0.00745	0.63610	0.00426	1	-0.56719	0.62583	0	0
216074	3550.69360	1207388060478	0.56651	0.64573	3550.34839	0.34521	3667	1	0.46474	0.66389	1	0.47293	0.60596	1	0.46884	0.63493	1	0.31205	0.57637	17.06891	1.06431	1	0.69376	0.55670	16.89650	1.05771	1	-0.03285	-0.00959	0.63156	0.00430	1	0.03380	-0.00741	0.62716	0.00420	1	-0.56719	0.62583	0	TRIALEND= True
216075	3550.70972	1207388116924	0.55895	0.64599	3550.34839	0.36133	3667	1	0.38830	0.68407	1	0.39668	0.61947	1	0.39249	0.65177	1	0.30954	0.57666	16.82663	1.05949	1	0.68975	0.55663	17.29408	1.05288	1	-0.03285	-0.00959	0.63156	0.00430	1	0.03380	-0.00741	0.62716	0.00420	1	-0.56719	0.62583	0	TRIALSTART= True
216076	3550.72607	1207388174817	0.52453	0.64481	3550.34839	0.36133	3667	0	0.39052	0.68215	1	0.40719	0.63059	1	0.39886	0.65637	1	0.30940	0.57665	17.31060	1.04996	1	0.68976	0.55686	17.55355	1.04336	1	-0.03285	-0.00959	0.63156	0.00430	1	0.03380	-0.00741	0.62716	0.00420	1	-0.56719	0.62583	0	0
216077	3550.74292	1207388233707	0.46288	0.65346	3550.34839	0.36133	3667	0	0.39480	0.68748	1	0.40766	0.63673	1	0.40123	0.66211	1	0.30943	0.57671	17.39694	1.03622	1	0.68976	0.55686	17.55355	1.02961	1	-0.03147	-0.00921	0.60617	0.00410	1	0.03420	-0.00744	0.63462	0.00430	1	-0.56719	0.62583	0	0
216078	3550.75928	1207388291349	0.44522	0.67545	3550.34839	0.36133	3667	0	0.40180	0.72654	1	0.41804	0.71231	1	0.40992	0.71942	1	0.30958	0.57655	17.09282	1.02247	1	0.68992	0.55668	17.26983	1.01587	1	-0.03147	-0.00921	0.60617	0.00410	1	0.03420	-0.00744	0.63462	0.00430	1	-0.56719	0.62583	0	0
216079	3550.77588	1207388350390	0.40520	0.69536	3550.34839	0.36133	3667	0	0.41850	0.75550	1	0.39043	0.65359	1	0.40446	0.70455	1	0.30974	0.57628	17.36445	1.00872	1	0.69009	0.55692	17.22519	1.00212	1	-0.03147	-0.00921	0.60617	0.00410	1	0.03420	-0.00744	0.63462	0.00430	1	-0.56719	0.62583	0	0
216080	3550.79199	1207388406322	0.40599	0.70212	3550.34839	0.36133	3667	0	0.42268	0.76015	1	0.39089	0.65760	1	0.40678	0.70888	1	0.30984	0.57646	17.62039	0.99498	1	0.69020	0.55677	17.38772	0.99307	1	-0.03147	-0.00921	0.60617	0.00399	1	0.03534	-0.00767	0.65463	0.00424	1	-0.56719	0.62583	0	0
216081	3550.80835	1207388464041	0.40703	0.69737	3550.34839	0.36133	3667	0	0.42936	0.73596	1	0.38882	0.63976	1	0.40909	0.68786	1	0.30984	0.57634	17.48621	0.98593	1	0.69023	0.55694	17.32791	0.98885	1	-0.03147	-0.00921	0.60617	0.00399	1	0.03534	-0.00767	0.65463	0.00424	1	-0.56719	0.62583	0	0
216082	3550.82495	1207388522398	0.40712	0.69838	3550.77588	0.04907	3668	1	0.42898	0.74478	1	0.38582	0.65805	1	0.40740	0.70141	1	0.30984	0.57634	17.48621	0.98641	1	0.68999	0.55687	17.30795	0.98933	1	-0.03147	-0.00921	0.60617	0.00399	1	0.03534	-0.00767	0.65463	0.00424	1	-0.56719	0.62583	0	0
