TIME,LX,LY,RX,RY
555656649,534.72,418.25,518.88,437.05
555658632,525.11,418.34,518.94,433.77
555660668,526.18,411.77,516.83,438.8
555662649,524.73,407.39,525.75,433.42
555664662,526.97,413.56,521.64,433.03
555666649,530.05,410.42,519.65,431.09
555668640,533.77,416.62,517.39,429.43
555670636,532.73,420.72,520.13,435.43
555672646,530.25,416.72,524.97,432.13
555674644,531.45,422.01,517.15,436.4
555676647,528.31,411.41,522.01,430.08
555678656,525.73,421.06,517.86,437.98
555680654,526.61,418.91,520.98,439.88
555682653,522.14,412.68,519.16,439.52
555684654,525.48,414,513.72,433.04
555686653,526.94,421.09,515.53,437.43
555688655,523.89,408.62,523.29,445.13
555690654,525.59,415.83,517.9,434.27
555692656,521.34,416.23,513.64,443.34
555694652,531.41,420.86,522.84,440.33
555696656,525.82,421.07,520.88,431.19
555698655,531.02,419.92,522.02,447.22
555700655,524.91,419.55,520.92,436.02
555702657,527.57,423.01,522.29,439.06
555704639,527.14,415.74,516.07,430.38
555706670,528.59,420.03,522.23,436.65
555708636,530.23,429.11,524.18,441.55
555710667,524.61,421.31,523.92,431.93
555712658,521.49,417.17,521.98,440.76
555714655,533.01,428.88,519.83,442.27
555716653,526.05,420.04,516.05,431.46
555718659,531.49,426.89,524.14,439.93
555720654,525.52,426.5,519.73,431.59
555722654,514.95,428.82,519.35,427.38
555724665,517.85,432.32,523.62,436.2
555726665,526.06,424.24,525.77,427.42
555728665,527.8,424.52,525.03,430.8
555730665,525,427.54,518.6,431.05
555732668,522.03,424.93,521.35,425.51
555734651,519.33,423.23,519.66,431.68
555736662,530.8,425.55,520,431.17
555738656,519.77,429.98,529.93,425.35
555740667,533.3,427,530.04,422.36
555742713,529.04,425.49,526.31,426.61
555744670,527.52,425.76,524.45,423.36
555746667,521.99,422.98,534.43,427.82
555748667,525.12,428.45,527.7,429.18
555750666,531.02,428.16,529.06,433.71
555752669,532.99,427.89,529.85,435.39
555754666,525.27,423.86,538.22,433.42
555756663,532.11,423.13,537.88,445.45
555758661,521.36,419.68,534.16,433.18
555760672,517.98,417.9,522.43,438.73
555762666,509.69,423.43,503.33,444.81
555764642,484.69,432.84,494.71,429.91
555766661,489.65,426.38,501.64,438.33
555768673,481.03,427.69,485.96,439.2
555770675,467.27,419.71,463.89,443.26
555772678,455.41,425.41,454.11,439.22
555774676,451,426.13,453.7,442.61
555776673,455.75,433.1,458.31,439.69
555778678,449.99,435,462.12,435.43
555780676,448.27,431.62,464.14,426.9
555782676,449.18,429.37,461.94,429.88
555784691,454.18,423.72,463.09,435.01
555786673,453.07,429.89,467.99,439.06
555788681,455.66,424.75,460.17,429.18
555790677,449.93,436.51,463.44,434.12
555792678,449.51,427,459.68,442.78
555794674,448.59,427.17,467.14,435.28
555796663,449.7,432.58,468.18,431.6
555798674,447.29,424.96,464.57,431.57
555800678,445.22,431.19,466.26,436.92
555802673,453.14,419.52,467.33,430.48
555804675,449.91,423.05,461.62,440.96
555806674,446.81,427.51,465.94,436.8
555808673,456.2,438.17,465.75,436.21
555810684,441.91,423.89,469.1,433.9
555812677,452.99,429.66,465.47,431.56
555814679,447.04,429.77,464.6,439.46
555816685,450.11,428.42,470.54,446.14
555818685,452.55,433.11,460.97,437.19
555820686,443.34,426.05,465.76,434.39
555822685,446.65,431.36,465.83,437.27
555824692,447.17,428.55,464.9,436.2
555826727,451.53,427.19,465.25,439.27
555828691,449.92,436.96,470.48,438.25
555830687,453.04,434.38,461.03,436.48
555832686,455.6,429.38,464.36,440.88
555834688,450.57,434.3,472.19,432.94
555836698,455.23,428.52,461.74,441.88
555838684,454.16,427.97,465.28,444.87
555840686,452.84,435.7,464.37,434.43
555842686,452.64,429.92,466.47,443.34
555844686,447.75,427.33,465.9,444.65
555846686,447.7,427.79,466.91,434.23
555848686,453.04,434.02,465.57,443.69
555850687,447.12,426.8,468.39,442.14
555852686,452.79,425.93,465.7,430.22
555854687,451.44,425.27,463.01,440.21
555856686,450.06,426.46,463.71,443.97
555858663,464.41,426.23,468.86,437.78
555860686,447.85,431.35,470.06,437.86
555862695,453.54,421.73,462.3,434.55
555864697,456.65,423.69,470.37,442.09
555866703,449.92,424.95,464.01,439.37
555868697,449.85,429.16,466.29,439.09
555870700,453.92,428.08,458.54,440.22
555872697,459.91,434.31,466.33,438.92
555874696,450.15,428.97,468.29,445.41
555876682,453.88,419.93,463.86,443.99
555878683,450.84,427.83,469.48,438.2
555880690,451.8,422.33,463.05,436.54
555882700,454.81,426.05,466.14,439.89
555884698,448.42,428.9,464.75,437.77
555886696,453.69,423.17,459.6,433.63
555888698,449.47,416.39,464.13,430.87
555890698,457.5,425.09,461.4,438.43
555892690,446.58,420.37,455.4,438.36
555894677,454.03,424.83,455.74,432.47
555896710,450.77,422.56,456.92,435.92
555898697,456.17,423.01,462.94,434.14
555900696,452.56,426.85,462.23,443.25
555902701,452.77,424.01,455.78,436.13
555904697,455.12,424.97,450.99,437.64
555906698,450.78,433.13,457.54,439.98
555908692,454.38,434.05,455.53,434.44
555910771,450.72,416.42,449.25,436
555912708,457.82,426.55,453.15,438.76
555914704,458.84,423.41,457,439.25
555916701,448.28,426.29,455.16,441.42
555918705,456.02,429.65,453.74,438.4
555920697,452.38,427.93,455.68,439.41
555922707,455.88,423.05,451.63,439.51
555924709,454.31,424.56,450.49,441.8
555926705,452.44,418.41,452.87,435.06
555928707,460.34,424.93,445.88,438.76
555930708,453.81,414.66,451.87,430.48
555932707,456.6,427.77,446.33,446.51
555934704,450.82,419.17,447.71,444.19
555936708,461.32,423.76,448.36,434.1
555938705,452.09,424.23,443.75,441.38
555940705,460.23,424.99,452.26,444.65
555942706,456.04,426.15,450.18,446.13
555944707,457.99,422.3,448.53,445.08
555946710,458.87,426.34,456.97,441.93
555948719,463.4,424.26,444.93,441.14
555950716,456.5,429.78,452.14,442.65
555952706,462.76,425.18,446.12,440.35
555954714,454.77,421.67,453,447.86
555956701,460.5,421.38,447.31,435.45
555958710,453.79,424.23,453.42,448.24
555960700,455.16,422.09,453.9,449.84
555962735,456.74,428.21,447.77,447.22
555964720,456.05,424.17,450.22,441.7
555966715,453.73,422.51,456.82,445.69
555968716,457.49,424.7,454,444.96
555970716,460.46,427.85,451.11,444.11
555972717,461.2,429.63,446.52,439.58
555974717,455.28,417.95,447.84,449.4
555976717,460.2,423.46,450.4,446.7
555978717,460.57,424.09,450.85,447.81
555980719,458.33,424.67,446.43,447.48
555982715,460.76,426.82,458.16,450.12
555984719,458.44,414.59,452.37,444.8
555986713,457.49,419.24,451.78,447.93
555988716,453.66,428.46,451.84,446.49
555990776,469.21,428.92,451.26,446.08
555992720,457.68,429.96,451.43,446.17
555994717,456.03,429.07,449.5,441.3
555996716,462.27,429.99,454.56,438.43
555998695,452.32,431.97,453.58,446.27
556000731,450.93,418.26,464.22,448.23
556002726,445.84,415.53,447.88,450.79
556004728,448.74,413.48,430.95,450.79
556006728,440.39,415.59,422.9,453.86
556008721,431.02,418.72,421.89,453.34
556010739,425.59,422.67,407.49,454.72
556012726,423.82,428.5,415.87,454.46
556014726,414.43,420.43,415.05,448.5
556016727,413.02,424.49,414.14,447.53
556018712,416.29,429.57,415.77,434.76
556020725,417.13,415.81,413.93,443.46
556022732,415.45,420.76,415.06,443.04
556024728,416.48,420.84,416.19,447.17
556026728,424.09,420.09,422.6,452.38
556028731,415.46,423.59,413.76,447.55
556030729,419.35,421.03,416.78,444.48
556032731,421.67,427.58,415.27,445.6
556034730,414.73,421.38,416.13,456.8
556036730,419.72,427.58,416.37,443.62
556038727,415.32,422.36,411.2,451.16
556040727,413.54,430.06,416.58,451.59
556042724,422.11,426.22,415.62,439.63
556044726,410.82,426.35,414.28,440.34
556046738,413.95,424.66,415.84,449.03
556048725,411.42,422.06,418.43,456.76
556050738,417.12,428.88,421.04,449.78
556052736,418.35,424.25,422.4,456.66
556054739,423.6,437.26,422.8,452.17
556056738,422.06,425.39,419.12,453.07
556058728,412.83,420.82,426.82,455.24
556060752,422.63,422.46,422.97,448.45
556062737,421.46,424.45,418.38,448.63
556064738,417.08,428.28,420.05,454.08
556066737,421.52,431.11,424.86,449.63
556068738,417.07,431.05,420.63,454.21
556070734,420.98,433.66,424.65,453.15
556072746,414.95,426.31,420.06,449.56
556074776,420.93,430.25,424.35,453.66
556076741,418.74,429.14,431.55,451.01
556078736,419.74,430.62,420.41,448.42
556080713,419.58,422.37,429.27,448.67
556082742,413.4,426.02,424.22,454.78
556084742,417.65,422.92,437.21,460.35
556086738,419.11,421,426.42,447.41
556088738,418.87,427.77,430.97,452.14
556090736,422.74,430.55,434.61,451.81
556092746,416.13,425.67,437.51,456.18
556094746,413.99,419.96,430.35,460.52
556096746,414.52,429.94,433.23,456.47
556098746,415.85,423.96,434.22,450.44
556100750,419.23,426.4,430.8,456.16
556102748,415.58,420.55,436.97,448.79
556104748,416.59,419.85,432.36,456.34
556106746,418.87,422.86,437.05,453.65
556108739,419.56,428.51,430.35,449.15
556110762,408.53,423.72,434.61,449.88
556112749,419.5,425.13,438.98,451.19
556114753,416.93,421.08,440.33,449.57
556116755,419.57,431.78,435.37,454.2
556118750,413.05,416.35,437.12,451.22
556120749,420.79,426.15,442.23,451.13
556122746,420.88,424.81,437.56,458
556124746,417.28,427.36,444.47,459.44
556126744,426.3,430.11,439.11,453.51
556128748,418.44,429.94,439.79,460.92
556130746,428.07,432.94,435.35,456.99
556132745,425.44,424.22,433.64,457.47
556134748,424.51,426.7,439.7,464.18
556136746,423.85,432.03,434.09,446.82
556138756,418.34,431.06,440.25,459.12
556140755,421.45,428.03,435.95,454.77
556142748,417.61,423.1,437.76,462.11
556144767,419.5,419.49,442.03,458.31
556146756,422.88,426.17,436.03,454.38
556148763,420.33,423.84,442.49,461.86
556150756,420.73,427.03,441.16,459.07
556152757,419.28,427.23,441.77,447.19
556154759,422.89,424.09,438.24,456.22
556156761,419.78,426.78,444.92,463.68
556158810,418.95,426.03,438.77,458.56
556160754,417.96,426.3,440.71,458.38
556162743,419.16,422.77,435.79,454.38
556164732,426.12,431.89,437.62,455.86
556166759,421.62,430.2,439.52,460.06
556168760,417.37,423.37,433.02,451.03
556170748,420.93,420.57,440.61,454.92
556172760,418.97,428.39,435.26,460.2
556174756,417.31,424.82,439.15,456.02
556176757,418.07,425.37,438.43,453.94
556178756,420.66,432.11,443.16,455.7
556180754,419.95,431.01,436.48,459.07
556182754,417.2,435.21,435.65,460.27
556184766,416.88,426.64,440.39,457.72
556186767,417.08,427.07,434.78,458.28
556188768,419.08,424.93,439.34,452.45
556190766,418.26,436.14,437.78,456.86
556192765,416.54,433.15,443.48,455.33
556194767,416.91,437.03,438.11,457.82
556196772,426.7,426.11,449.69,454.99
556198778,418.28,435.01,443.02,438.92
556200768,418.86,429.28,431.36,453.41
556202754,422.75,430.33,440.21,457.25
556204759,418.59,427.43,441.53,447.55
556206769,421.99,431.72,439.98,460.07
556208758,420.37,434.24,440.61,460.02
556210781,419.19,428.15,436.69,463.36
556212771,417.81,433.11,435.59,458.03
556214765,418.2,433.53,436.24,463.05
556216765,415.85,431.32,443.01,459.22
556218767,414.18,424.03,436.23,456.89
556220768,415.72,436.86,439.32,458.3
556222769,418.19,434.42,433.32,461.39
556224766,419.07,429.09,438.67,455.47
556226767,417.78,435.93,438.33,462.66
556228767,420.67,443.28,440.28,465.14
556230775,418.36,436.02,439.36,460.12
556232776,424.14,437.16,438.15,459.11
556234777,426.16,436.99,436.8,459.1
556236777,420.9,430.22,437.62,458.73
556238832,429.1,438.22,431.94,465.78
556240781,417.59,430.5,437.12,457.8
556242787,418.81,435.2,434.33,458.27
556244778,420.83,437.07,441.92,449.42
556246779,424.19,432.39,422.49,457.09
556248769,432.5,431.67,429.47,460.94
556250779,448.51,430.56,443.73,465.66
556252779,458.05,434.66,467.36,458.28
556254778,454.73,433.29,472,453.81
556256779,478.89,436.7,490.39,469.4
556258768,504.88,431.05,520.87,463.92
556260790,504.59,442.55,525.07,451.07
556262778,516.87,432.21,533.54,456.96
556264780,541.59,432.37,551.96,452.88
556266777,541.81,431.58,572.85,455.42
556268780,548.43,444.41,579.09,448.49
556270777,552.03,449.67,570.34,448.13
556272762,549.57,444.38,571.99,449.27
556274790,556.45,441.47,564.7,449.76
556276788,555.11,436.5,572.79,448.57
556278792,552.97,444.03,565.35,443.58
556280798,552.67,446.8,569.02,457.86
556282786,557.95,436.92,565.29,450.34
556284790,553.07,442.97,564.06,456.15
556286783,553.49,438.84,570.73,452.68
556288788,548.89,451.27,570.57,455.6
556290786,553.7,452.7,563.9,452.17
556292787,550.2,447.93,567.46,458.82
556294787,551.07,447.27,569.5,453.42
556296788,554.01,461.2,567.61,452.87
556298762,554.84,456.06,564.98,445.23
556300783,554.15,448.68,563.84,451.08
556302780,549.71,448.26,569.03,444.79
556304792,553.06,449.88,567.33,449.93
556306787,553.92,451.27,566.16,444.6
556308776,551.99,451.94,565.67,446.16
556310804,552.99,454.76,561.21,456.18
556312790,561.22,449.36,564.92,452.68
556314785,552.34,456.28,567.08,442.48
556316790,550.64,455.64,562.29,445.73
556318787,552.03,454.25,563.75,453.12
556320798,555.02,447.01,566.75,450.55
556322821,553.31,448.73,563.78,446.43
556324798,556.29,444.52,562.76,444.46
556326796,551.4,449.43,556.88,443.55
556328787,555.27,446.85,560.07,439.92
556330809,555.36,447.69,560.94,448.88
556332798,549.46,451.04,560.32,444.36
556334797,547.52,455.42,559.14,437.37
556336797,550.02,448.91,560.25,441.59
556338797,549.18,453.85,556.67,448.28
556340797,560.79,446.05,557.52,449.13
556342794,549.28,449.35,559.72,444.89
556344798,555.71,457.54,557.72,438.98
556346799,556.93,459.32,558.55,436.76
556348796,543.36,451.24,558.75,446.52
556350794,551.11,450.82,556.64,444.37
556352799,549.41,454.95,561.73,443.94
556354797,556.66,452.12,558.26,442.32
556356799,551.54,451.41,553.31,450.3
556358775,551.04,457.12,554.24,444.69
556360803,559.53,448.99,555.08,449.82
556362804,552.52,461.5,555.66,447.17
556364798,553.85,451.4,557.75,446.4
556366801,555.34,454.85,560.59,443.29
556368810,549.35,449.82,550.76,445.76
556370807,552.03,449.62,552.24,443.67
556372810,556.6,456.58,550.51,445.02
556374806,552.66,457.47,560,448.48
556376806,550.06,453.61,553.36,450.88
556378806,552.76,458.17,545.46,449.69
556380810,547.89,448.89,552.89,457.59
556382807,559.35,456.25,553.46,445.96
556384808,553.71,455.85,552.44,454.08
556386809,555.8,445.3,559.03,449.62
556388809,559.91,461.69,553.82,451.51
556390784,554.18,457.62,560.26,446.25
556392799,552.47,450.59,554.56,450.81
556394816,553.6,451.05,547.88,458.41
556396807,549.05,452.37,556.09,445.03
556398805,552.07,457.87,557.15,456.48
556400809,551.34,452.36,552.05,452.62
556402808,550.75,459.84,552.68,456.24
556404813,551.37,451.97,549.6,461.16
556406847,547.61,456.6,548.71,453.43
556408785,547.44,444.62,548.21,458.29
556410816,552.26,443.43,553.16,452.44
556412812,548.85,450.87,547.03,458.95
556414817,557.48,454.71,551.65,457.42
556416817,558.59,453.7,553.11,457.12
556418817,549.54,450.15,551.88,461.04
556420817,549.61,454.03,548.89,452.68
556422819,549.83,455.67,546.93,461.32
556424818,553.03,456.19,552.23,460.13
556426817,547.92,447.39,555.38,458.48
556428817,552.74,455.59,551.86,461.77
556430817,555.99,458.43,546.98,455.69
556432819,547.73,456.1,558.79,452.45
556434818,553.16,455.18,549.87,453.8
556436818,551.81,455.89,552.17,458.02
556438818,552.7,453.99,550,453.69
556440811,550.64,457.7,555.19,454.02
556442796,544.78,450.65,551.53,461.75
556444829,555.97,454.68,555.2,457.01
556446824,564.19,453.95,550.57,457.26
556448817,555.88,447.73,553.35,460.67
556450816,551.51,449.45,552.09,452.98
556452816,547.29,451.35,550.77,462.33
556454812,555.12,455.11,551.25,460.18
556456794,548.44,453.12,551.79,457.67
556458807,556.65,455.15,550.69,461.5
556460810,551.05,449.93,555.04,455.19
556462832,551.53,455.15,551.65,466.4
556464832,556.94,457.12,556.5,453.42
556466828,555.97,459.26,551.33,454.09
556468827,551.69,452.9,555.21,458.39
556470826,554.38,452.1,559.88,458.72
556472831,561.47,458.11,555.45,462.44
556474827,553.04,452.94,552.2,457.56
556476831,553.35,456.85,553.34,462.26
556478828,555.76,447.52,555.67,458.06
556480829,552.6,458.72,558.86,459.28
556482829,549.24,461.35,552.74,456.7
556484827,549.82,456.79,547.85,459.28
556486879,558.52,458.33,556.56,465.74
556488833,552.34,460.63,551.03,460.33
556490839,547.1,461.19,553.32,462.49
556492829,551.58,452.12,553.83,460.37
556494823,552.99,452.32,554.18,459.46
556496827,556.32,457.61,549.89,467.17
556498827,560.61,461.5,547.1,460.26
556500825,548.79,449.89,547.74,457.01
556502827,552.93,457.19,552.12,467.73
556504829,555.57,453.16,551.06,454.85
556506837,548.34,453.11,552.44,457.85
556508834,551.18,458.96,554.22,459.96
556510832,549.41,456.9,548.69,452.77
556512845,552.62,450.86,549.39,458.86
556514840,546.92,452.13,547.94,463.4
556516812,549.68,458.6,554.3,453.65
556518822,541.84,451.6,549.99,455.85
556520848,548.16,448.37,546.87,455.77
556522837,550.18,459.1,546.72,452.36
556524839,549.79,457.56,548.6,451.92
556526844,551.88,455.41,546.67,453.2
556528848,551.82,452.5,551.82,452.64
556530837,556.1,450.07,547.31,451.91
556532841,549.21,450.42,551.45,458.32
556534840,550.04,451.61,548.79,456.5
556536838,555.29,456.61,550.66,461.49
556538834,552.01,454.93,552.1,456.52
556540837,552.51,457.74,547.37,459.8
556542817,552.7,450.31,547.89,454.65
556544838,550.71,450.29,546.37,456.23
556546837,543.49,444.96,544.12,450.7
556548839,551,451.75,548.4,454.94
556550834,547.34,457.33,542.17,456.2
556552854,551.23,450.91,546.36,455.37
556554850,551.04,458.38,550.5,461.75
556556849,556.8,452.65,548.68,452.28
556558841,550.48,445.77,548.12,456.33
556560841,548.4,461.09,545.6,455.53
556562860,541.17,453.65,547.54,460.87
556564847,544.45,459.05,543.68,464.9
556566849,541.74,456.69,548.46,464.3
556568859,534.33,451.13,534.94,471.83
556570866,518.59,449.38,522.26,467.69
556572850,516.18,451.55,504.37,457.59
556574847,499.81,443.63,496.11,453.13
556576838,494.94,433.8,499.15,454.04
556578846,489.31,440.64,498.16,445.07
556580823,488.99,448.56,501.8,446.23
556582825,497.81,446.89,505.05,455.77
556584825,503.79,447.99,508.3,448.55
556586846,498.78,442.96,503.98,456.27
556588847,490.58,438.09,511.7,450.52
556590847,492.28,445.38,510.54,446.43
556592850,493.02,446.54,510.48,449.61
556594846,497.54,443.86,513.65,447.36
556596848,490.96,446.43,506.52,447.85
556598856,495.41,443.7,507.22,456.88
556600859,496.98,440.46,509.85,456.06
556602858,489.87,444.68,506.46,452.6
556604857,495.38,441.58,503.82,445.12
556606857,494.27,440.21,509.34,453.57
556608856,496.34,440.82,508.52,454.42
556610836,500.59,440.26,511.18,458.05
556612875,498.28,440.51,508.29,458.18
556614858,503.19,447.83,510.68,454.89
556616858,495.52,443.13,516.59,453.48
556618859,502.3,443.09,508.32,452.03
556620859,495.87,442.78,510.28,450.99
556622859,499.54,443.56,503.1,451.46
556624861,500.51,439.17,512.18,455.26
556626859,494.18,449.19,509.16,461.26
556628860,500.51,444.65,508.02,459.41
556630857,501.61,442.43,511.05,450.05
556632857,507.41,445.6,507.87,451.01
556634857,500.52,447.13,511.22,451.21
556636857,500.63,444.35,517.34,439.68
556638857,501.4,454.81,511.8,446.75
556640864,501,443.59,508.03,455.34
556642854,502.65,449.13,509.05,457.11
556644867,504.06,439.6,507.55,448.09
556646861,506.45,437.08,511.22,451.93
556648860,506.9,428.22,509.23,447.29
556650927,506.07,445.08,510.02,449.27
556652873,506.23,440.33,509.33,442.97
556654891,509.83,444.17,507.93,453.86
556656868,502.08,448.42,513.12,455.51
556658851,506.52,441.77,511.03,449.9
556660865,508.93,446.07,510.21,452.43
556662868,507.12,443,511.94,448.96
556664869,505.29,441.9,505.71,446.81
556666869,510.25,440.2,508.85,449.63
556668869,505.41,443.19,506.48,450.19
556670870,506.28,435.25,510.93,447.11
556672867,505.95,443.31,510.5,450.75
556674869,504.98,441.65,508.14,454.48
556676867,503.24,439.04,514.08,447.06
556678867,504.55,447.35,511.02,448.75
556680866,501.33,439.62,511.33,455.75
556682869,505.77,433.16,512.05,457.77
556684874,505.52,444.47,508.81,446.98
556686872,506.25,438.08,514.52,455.98
556688869,501.16,429.65,507.06,445.4
556690879,507.94,437.42,509.72,449.01
556692883,505.05,443.76,509.78,453.07
556694879,507.17,437.69,507.31,455.99
556696878,511.66,433.56,507.39,466.71
556698876,505.8,439.03,510.07,456.94
556700878,505.45,449.28,508.64,457.44
556702867,512.01,435.67,512.65,452.03
556704862,502.22,437.49,503.08,467.19
556706881,500.55,438.46,512.21,466.11
556708873,505.48,438.84,504.95,459.63
556710891,507.75,446.16,513.21,462.29
556712889,506.32,435.72,509.46,455.75
556714882,509.34,446.76,506.73,463.18
556716880,509.62,447.12,509.43,461.81
556718876,503.41,441.28,507.26,463.25
556720865,501.34,442.46,511.12,472.89
556722870,505.25,450.67,512.21,465.96
556724865,504.36,444.01,506.12,457.35
556726883,511.7,446.39,508.37,476.61
556728879,506.71,445.58,506.06,474.09
556730878,511.43,454.12,508.96,471.15
556732876,506.39,442.31,509.64,463.79
556734928,508.12,448.06,509.5,466.36
556736890,507.75,452.1,512.07,460.93
556738887,510,452.64,514.95,463.8
556740888,507.54,451.58,513.54,463.56
556742885,505.64,453.94,510.81,471.36
556744889,504.78,451.04,509.06,462.41
556746887,504.02,455.94,517.82,459.4
556748876,506.93,451.39,509.52,464.77
556750887,503.94,449.96,509.78,463.07
556752888,500.44,455.62,511.59,455.68
556754888,499.82,452.04,509.29,459.07
556756890,503.65,456.97,512.04,460.93
556758879,504.37,456.07,511.99,463.64
556760902,498.41,450.79,506.53,456.69
556762886,507.95,457.19,506.02,459.92
556764892,501.13,450.41,511.34,455.48
556766870,507.93,455.94,512.56,465.5
556768868,499.39,455.26,510.89,458.99
556770897,501.39,453.28,511.71,458.52
556772893,506.17,455.07,513.95,455.27
556774895,505.12,450.14,503.92,462.58
556776896,507.96,453.74,508.23,451.49
556778885,500.05,458.6,507.1,450.5
556780893,503.17,449.42,508.4,453.94
556782908,510.62,458.68,513.17,451.49
556784890,502.59,453.45,506.29,454.76
556786903,497.1,448.33,515.8,451.3
556788899,503.96,455.52,508.13,451.91
556790898,502.11,449.05,506.19,450.98
556792897,494.78,456.79,509.48,446.57
556794898,495.75,452.33,503.75,452.29
556796898,504.17,461.97,502.49,455.54
556798898,497.63,454.61,501.93,456.97
556800898,499.75,457.69,503.13,447.68
556802898,500.4,450.47,508.31,440.05
556804901,496.1,460.12,503.2,456.12
556806901,496.16,450.24,504.42,449.83
556808893,489.07,451.64,504.46,444.82
556810913,493.46,452.22,500.07,445.36
556812901,499.82,450.32,504.35,446.83
556814898,503.82,450.84,501.17,443.7
556816906,488.6,449.32,500.82,445.07
556818917,488.91,453.37,498.05,449.73
556820904,491.73,452.71,499.41,447.71
556822900,495.58,454.19,498.04,446.81
556824900,499.87,456.93,508.93,446.35
556826895,495.25,445.82,499.37,447.52
556828906,494.62,448.79,502.94,445.95
556830892,492.67,444.28,492.88,446.38
556832914,491,451.41,493.2,446.98
556834909,494.18,452.26,496.29,446.78
556836908,498.45,456.68,495.36,440.69
556838908,492.68,451.17,496.58,444.55
556840905,494.03,449.39,491.32,443.27
556842908,498.37,445.62,493.39,448.61
556844909,497.05,443.09,503.27,443.97
556846909,494.63,444.8,493.1,447.18
556848911,496.18,444.87,498.93,450.47
556850911,496.14,444.49,497.24,447.54
556852911,491.28,445.58,496.27,440.79
556854909,492.74,451.92,492.62,442.91
556856907,496.15,453.6,493.27,445.49
556858900,495.37,446.42,493.55,445.38
556860903,500.11,452.84,487.77,442.21
556862890,493.26,449.35,495.43,443.57
556864905,495.44,446.06,497.64,446.68
556866914,496.14,445.14,497.45,448.24
556868909,493.46,453.43,497.37,445.64
556870908,488.05,442.87,499.8,445.52
556872905,494.52,449.96,503.16,449.21
556874912,497.94,453.37,508.5,445.67
556876921,500.47,453.7,501.09,454.39
556878917,493.35,459.34,501.21,449.23
556880920,489.81,449.85,494.45,451.66
556882919,477.34,442.21,481.43,457
556884919,472.33,453.65,482.8,453.24
556886916,477.72,456.29,478.67,458.21
556888919,473.81,445.69,472.43,456.28
556890906,470.01,453.32,474.07,449.06
556892911,472.52,452.75,465.61,454.37
556894921,478.33,447.39,470.9,451.64
556896920,471.3,448.21,475.39,450.04
556898974,476.24,455.67,476.92,448.14
556900928,474.05,446.45,481.63,455.99
556902940,469.22,449.73,482.5,451.93
556904916,476.76,451.09,477.57,453.11
556906919,472.62,453.69,479.41,452.77
556908897,468.27,449.7,478.29,457.14
556910913,469.48,453.35,480.46,457.1
556912919,478.26,455.19,479.72,455.95
556914918,473.39,455.63,485.32,457.76
556916918,469.18,446.81,482.45,451.92
556918916,473.42,450.65,485.06,451.45
556920926,465.21,450.48,479.66,454.73
556922929,474.62,445.05,481.75,460.76
556924928,469.3,449.75,482.78,449.54
556926928,473.48,456.69,481.07,448.35
556928930,473.28,448.64,484.03,454.33
556930928,468.8,451.36,486.31,452.16
556932930,477.9,450.42,482.51,454.23
556934929,467.53,446.17,483.59,457.17
556936928,479.41,455.31,485.65,462.2
556938930,472,453,485.95,458.92
556940932,478.98,449.03,481.18,458.42
556942928,476.72,445.46,485.94,461.58
556944930,477.23,444.46,484.41,456.84
556946930,477.9,443.97,486.72,456.45
556948931,473.35,451.9,482.56,454.89
556950927,469.15,445.07,484.37,454.23
556952917,480.61,451.2,488.26,450.94
556954904,468.92,442.69,481.55,454.76
556956929,473.52,440.26,483.02,454
556958904,469.29,457.13,476.32,451.59
556960936,464.84,453.72,480.78,461.83
556962928,474.8,461.95,486.21,461.41
556964929,472.49,454.74,483.25,457.5
556966941,470.58,458.57,481.52,460.06
556968941,473.16,446.75,484.52,459.13
556970942,466.15,453.92,484.79,452.41
556972936,473.29,448.81,484.05,457.02
556974939,470.81,449.18,482.52,448.92
556976940,473.08,451.53,482.94,461.72
556978938,466.32,452.84,484.8,457.6
556980940,468.21,447.34,481.03,456.48
556982987,470.42,452.52,479.84,459.59
556984941,470.7,454.69,484.81,450.53
556986940,476.64,452.52,481.37,461.06
556988940,472.96,455.33,483.94,453.82
556990937,470.74,448.37,482.92,456.08
556992936,468.79,445.75,482.48,452.48
556994940,475.44,454.31,482.45,459.66
556996937,474.3,445.99,482.91,453.53
556998932,470.56,453.55,480.82,454.7
557000939,469.72,446.53,480.99,469.28
557002932,470.48,455.66,481.66,457.53
557004932,471.73,459.98,485.28,460.7
557006944,470.94,447.85,480.97,458.45
557008931,470.73,448.48,480.97,455.06
557010953,465.69,457.24,479.6,457.36
557012948,467.06,459.19,481,458.21
557014950,474.89,452.15,484.34,458.52
557016947,473.19,452.92,480.37,459.57
557018932,468.35,447.83,478.25,459.15
557020960,471.02,455.55,481.4,455.02
557022958,467.54,458.19,482.31,459.33
557024966,477.37,454.94,479.95,449.7
557026949,471.19,458.95,478.8,453.48
557028949,468.64,458.78,477.71,455.04
557030949,464.63,452.85,482.29,455.04
557032947,471.45,453.14,477.23,449.88
557034948,469.48,457.33,483,449.9
557036948,470.95,450.68,474.79,456.46
557038950,463.47,454.48,483.58,459.21
557040950,471.72,449.18,478.57,451.57
557042949,468.27,454.4,474.91,451.59
557044948,465.29,457.22,465.68,448.08
557046950,467.54,459.15,478.2,452.95
557048951,470.66,453.19,477.56,452.16
557050948,465.94,459.55,473.81,456.72
557052947,470.01,452.07,476.25,451.64
557054950,469.06,449,478.71,454.58
557056951,467.03,452.84,471.33,455.61
557058952,468.55,454.85,477.14,455.26
