TIME,LX,LY,RX,RY
557061055,470.58,451.13,474.05,450.82
557062958,471.6,459.64,474.76,452.02
557064969,467.19,442.3,470.03,449.82
557067009,470.66,459.58,478.04,455.85
557068960,466.31,456.77,473.4,456.46
557070958,467.97,451.16,470.62,463.06
557072959,470.73,450.01,474.17,451.05
557074961,466.88,462.99,473.8,458.77
557076960,466.3,444.96,472.25,461.18
557078959,463.6,454.61,472.91,452.3
557080948,470.46,458.76,478.47,451.83
557082970,466.76,451.21,467.27,453.38
557084961,468.79,450.88,467.24,458.92
557086958,465.45,457.61,468.62,451.62
557088964,468.52,457.64,474.86,457.64
557090962,467.19,453.08,471.32,455
557092960,466.97,456.37,470.27,454.32
557094958,473.71,457.67,469.87,455.08
557096960,466.66,459.46,468.83,459.98
557098959,469.77,445.28,462.95,461.33
557100959,468.75,448.22,469.07,456.1
557102960,470.99,452.33,465.55,459.25
557104975,466.82,454.76,469.08,456.63
557106977,466.94,457.31,470.67,450.67
557108957,465.12,455.55,465.74,457.47
557110961,461.62,457.27,466.08,453.63
557112978,467.13,455.13,471.33,452.16
557114971,461.89,441.78,470.7,449.36
557116970,469.32,452.49,470.7,453.47
557118969,464.9,461.57,465.17,452.12
557120969,467.05,455.51,469.69,454.6
557122968,469.24,456.58,471.28,455.15
557124969,468.36,459.77,469.89,456.09
557126970,466.86,453.08,472.44,452.84
557128972,464.46,454.25,467.2,455.59
557130969,467.04,458.9,468.64,452.04
557132969,461.65,453.43,466.69,453.39
557134969,472.59,459.43,464.79,453.49
557136968,466.45,454.93,470.58,449.59
557138967,468.57,454.5,466.36,454.61
557140967,465.06,453.5,469.52,451.22
557142968,467.71,452.82,470.32,450.4
557144959,465.5,460.19,467.57,450.66
557146950,470.07,458.58,472.55,454.82
557148995,467.81,447.74,472.78,454.07
557150992,462.19,454.58,473.8,449.08
557152980,471.78,451.34,467.34,451.68
557154978,467.01,462.81,465.72,451.88
557156980,467.17,457.08,469.19,457.48
557158966,470.19,453.45,473.42,455.54
557160994,467.33,456.03,473.22,460.93
557162978,469.85,451.45,472.26,459.38
557164979,467.18,452.9,471.68,453.75
557166980,466.07,459.22,469.37,457.51
557168980,468.63,451.37,470.21,450.31
557170980,462.83,454.47,472.87,463.16
557172978,468.09,457.02,468.79,459.22
557174980,464.39,449.55,471.12,453.05
557176976,474.89,456.3,469.62,462.38
557178984,472.68,458.04,475.54,460.7
557180981,467.4,451.05,471.26,453.04
557182978,464.69,453.56,474.06,456.41
557184980,471.41,457.38,471.99,461.03
557186975,464.14,454.98,470.19,459.44
557188986,468.02,454.66,472.35,464.4
557190982,474.64,447.46,473.56,462.23
557192984,471.21,452.94,476.12,464.14
557194978,466.01,458.9,472.61,457.49
557196988,464.3,450.41,475.33,456.77
557198988,469.13,453.05,473.1,466.67
557200988,468.73,456.61,469.85,462.8
557202989,462.02,454.98,474.09,466.77
557204988,468.96,460.02,478.74,456.22
557206989,467.59,460.74,473.39,460.61
557208982,473.82,452.21,477.32,462.06
557211007,470.01,450.84,477.52,453.45
557212991,474.39,449.44,475.01,471.35
557214989,465.43,452.9,472.84,462.65
557217001,477.72,457.96,472.31,468.04
557218992,468.91,455.66,476.76,472.76
557220989,461.84,449.22,476.22,465.54
557222989,464.97,448.83,472.14,469.9
557224989,467.25,455.98,469.46,465.37
557226992,468.88,454.86,476.76,464.77
557228989,469.93,450.77,475.38,470.66
557231031,473.22,454.19,473.15,467.1
557232988,470.65,449.89,475.02,468.79
557234991,469.81,451.43,473.07,467.34
557236987,469.93,454.13,474.64,467.57
557238984,469.37,448.3,467.04,466.63
557240988,475.86,452.3,472.32,471.2
557242995,468.19,444.84,479.81,471.22
557244998,465.6,453.49,475.98,471.93
557246998,474.15,445.63,474.08,467.79
557249000,466.51,445.99,476.98,469.44
557250998,470.33,440.8,472.47,460.39
557253000,466.08,450.3,473.4,454.87
557255000,464.44,457.9,457.71,463.54
557256999,451.2,455.31,457.33,467.45
557258992,446.68,462.08,452.59,456.59
557261016,438.75,462.4,452.26,473.29
557263000,439.95,463.19,455.16,472.68
557264975,437.5,455.55,446.05,470.61
557266976,442.74,456.85,447.68,473.05
557269004,434.95,450.16,441.22,470.9
557271007,444.31,454.97,437.13,467.22
557273007,432.83,455.69,430.91,464.7
557275000,434.78,454.73,434.49,461.98
557276998,430.94,455.25,429.24,463.17
557278998,427.8,448.2,437.58,461.03
557281000,430.7,455.44,436.77,474.33
557282974,431.58,450.55,435.83,465.35
557284977,434.1,458.15,438.06,466.21
557287003,430.68,453.92,438.37,466.93
557289010,437.08,453.68,435.67,469.25
557291008,435.2,450.28,436.18,469.68
557293011,429.04,454.97,430.91,471.86
557295009,437.26,454.02,438.85,468.91
557297009,440.35,457.82,435.83,471.2
557299009,441.48,452.12,438.8,468.06
557301010,436.21,450.84,440.33,468.57
557303009,433.87,454.63,438.45,460.22
557305010,435.08,454.3,440.5,473.68
557307009,433.79,460.2,435.28,473.54
557309005,433.66,458.18,439.62,470.88
557311107,433.98,450.45,438.52,474.51
557313020,431.43,454.08,437.04,472.33
557315057,435.28,459.25,438.5,469.45
557317011,435.47,455.23,444.69,472.04
557319007,432.1,459.03,437.08,474.08
557321012,435.93,455.01,432.69,471.48
557323014,432.88,455.92,440.21,474.84
557325007,428.52,456.05,430.73,473.19
557326999,433.12,452.04,440.24,471.78
557328987,430.26,461.79,439.74,468.84
557331016,437.16,445.03,435.95,469.73
557333009,430.44,447.61,438.79,472.91
557335018,435.91,456.16,442.16,470.58
557337022,433.83,457.68,441.32,470.88
557339018,433.31,451.87,443.1,471.2
557341022,437.06,460.05,433.82,471.14
557343021,435.08,453.03,439.02,465.77
557345019,431.02,458.11,442.48,471.84
557347019,433.31,458.53,442.67,473.27
557349023,432.16,461.32,437.3,466.66
557351019,433.79,457.34,439.19,467.92
557353022,429.38,456.42,433.96,473.95
557355022,432.92,446.5,438.29,473.66
557357018,429.97,449.46,439.45,473.71
557359030,433.93,445.46,442.98,472.96
557361024,430.62,458.49,439.31,479.14
557363024,428.05,457.77,438.38,471.69
557365020,430.73,445.09,440.96,470.92
557367023,433.28,449.36,436.76,474.54
557369019,436.66,454.84,438.69,471.34
557371020,428.47,451.19,438.72,480.93
557373020,435.38,453.09,436.97,470.58
557375022,431.39,447.66,437.04,467.57
557377025,431.12,452.42,434.55,472.7
557379022,433.1,455.46,438.34,468.08
557381032,430.51,452.74,437.18,466.95
557383029,429.46,449.89,439.96,468.23
557385028,436.98,450.64,435.77,471.63
557387030,435.2,447.07,429.68,463.08
557389029,432.83,458.59,434.29,463.92
557391021,431.72,448.82,432.17,469.58
557393042,430.13,453.68,433.83,459.28
557395086,427.74,459.69,433.89,464.77
557397032,430.46,450.01,434.95,461.5
557399047,424.35,453.24,437.63,465.48
557401031,430.99,452.32,430.51,460.22
557403026,433.48,457.68,441.45,465.18
557405021,426.49,449.38,433.66,469.65
557407030,423.57,452.82,431.8,465.03
557409020,429.49,451.76,431.87,457.04
557411051,427.05,457.7,431.92,472.39
557413033,426.56,455.49,432.15,463.98
557415031,424.95,446.86,432.79,461.67
557417030,424.38,449.27,433.81,467.22
557419029,432.25,453.02,428.36,465.53
557421015,427.97,451.29,425.99,458.14
557423012,419.97,453.1,426.3,471.51
557425008,421.71,455.6,431.13,468.15
557427047,426.48,460.18,432.01,476.85
557429039,431.7,450.48,425.62,478.5
557431038,423.51,451.98,423.82,464.52
557433040,426.74,458.82,430.31,465.85
557435039,426.21,456.62,430.29,468.05
557437044,419.64,457.25,426.93,475.51
557439040,428.14,457.01,428.86,468.14
557441039,427.34,457.71,426.91,464.55
557443040,431.41,451.08,425.77,462.12
557445040,430.05,453.69,429.01,468.01
557447040,426.44,457.18,430.71,459.39
557449041,422.32,452.72,427.72,470.09
557451040,428.84,461.47,431.44,470.98
557453016,421.17,451.81,429.07,468.56
557455046,426.07,459.1,432.65,468.55
557457042,427.16,460.87,429.88,465.67
557459034,423.47,453.97,424.29,460.61
557461046,418.18,458.24,432.5,468.98
557463040,420.39,460.29,430.82,471.2
557465039,429.08,462.67,428.4,467.66
557467043,423.04,466.59,428.48,471.64
557469039,425.6,455.88,426.91,468.61
557471040,428.16,460.99,427.73,470.3
557473050,425.23,450.48,430.61,459.79
557475050,422.02,459.82,428.89,471.81
557477059,426.22,458.14,425.28,465.11
557479053,423,451.85,431.42,474.52
557481052,430.14,455.45,430.8,464.69
557483041,421.04,454.34,428.95,471.55
557485053,425.4,452.85,430.14,466.36
557487051,423.99,456.86,430.84,460.83
557489050,426.07,452.77,427.32,464.18
557491050,432.95,459.57,426.18,468.69
557493052,426.84,454.14,426.44,466.79
557495051,424.02,451.83,423.37,456.5
557497051,425.3,462.99,428.25,466.08
557499054,425.13,451.94,425.49,467.45
557501052,431.41,453.03,436.41,466.11
557503050,432.25,454.99,423.92,463.65
557505051,426.36,465.54,434.56,465.99
557507050,426.29,459.98,436.45,467.99
557509047,430.96,461.14,432.26,460.44
557511029,429.76,454.02,430.74,468.7
557513058,428.36,462.21,432.93,471.39
557515050,423.79,454.79,438.33,468.59
557517051,431.6,455.5,424.05,466.53
557519068,424.39,458.8,434.2,465.35
557521060,434.02,456.45,437.01,466.78
557523039,431.9,449.86,433.02,470.83
557525076,426.24,450.8,435.68,463.16
557527060,426.04,457.12,432.16,467.04
557529060,424.44,449.43,433.17,467.91
557531060,430.33,459.25,433.93,459.27
557533064,428.3,465.07,433.62,470.26
557535048,430.09,456.18,434.17,459.78
557537065,424.26,458.98,433.97,466.83
557539062,431.1,457.97,430.81,469.59
557541063,428.77,460.84,432.62,474.78
557543057,427.57,460.1,434.34,469.07
557545061,430.68,458.28,437.2,466.42
557547062,435.3,452.62,436.77,466.9
557549063,431.15,461.47,436.21,462.64
557551057,429.85,458.21,434.18,463.24
557553061,434.22,458.72,438.48,471.85
557555065,432.93,466.37,432.75,474.85
557557062,435.88,458.07,432.63,471.15
557559049,431.09,451.65,432.47,468.31
557561085,436.98,466.9,437.04,477.74
557563109,431.79,459.17,441.43,471.55
557565055,425.99,464.94,452.12,470.48
557567055,431.01,459.83,458.12,471.94
557569081,442.15,460.5,455.92,470.64
557571071,456.73,463.72,461.37,466.4
557573069,469.68,459.08,479.31,459.29
557575070,482.25,459.7,498.25,459.97
557577065,478.04,464.11,501.89,458.58
557579074,483.09,468.32,503.6,456.13
557581053,489.16,465.09,497.85,452.49
557583077,488.68,465.43,493.8,454.51
557585072,486.53,453.55,497.47,452.36
557587070,488.04,458.96,496.09,458.9
557589072,494.4,454.25,488.82,452.73
557591072,490.29,450.11,493.89,461.83
557593069,488.95,455.64,494.19,452.71
557595068,495.1,459.55,486.81,453.02
557597072,494.68,455.49,493.49,457.25
557599066,489.13,446.21,495.74,454.99
557601075,493.8,452.44,489.13,460.5
557603078,488.64,454.31,498.24,465.87
557605070,492.47,457.63,492.74,457.69
557607068,491.73,464.82,492.1,450.1
557609059,486.32,458.81,492.63,455.15
557611099,482.33,459.58,496.08,457.98
557613081,483.73,455.32,499.84,458.62
557615080,487.14,455.11,493.94,457.48
557617079,486.84,456.08,491.57,455.85
557619080,488.08,460.24,487.48,458.52
557621080,490.25,460.94,492.79,458.13
557623081,487,463.35,491.38,452.5
557625081,491.34,462.2,498.58,456.5
557627081,491.01,460.27,493.13,459.76
557629083,489.36,457.37,492.52,460.93
557631080,489.46,460.45,496.51,464.46
557633080,491.79,460.82,492.62,451.25
557635083,482.86,463.75,491.64,459.69
557637083,490.5,459.99,493.18,462.47
557639078,489.53,467.23,491.52,458.06
557641084,482.22,464.34,495.79,460.74
557643070,483.11,459.56,496.92,461.27
557645096,484.05,458.1,489.37,459.39
557647097,481.85,461.45,498.3,454.38
557649084,486.02,464.59,496.67,460.06
557651078,485.36,472.6,504.19,450.39
557653078,482.99,464.19,496.01,458.63
557655082,487.02,470.49,499.62,445.79
557657091,484.52,466.51,498.3,460.4
557659074,480.51,461.84,496.16,456.72
557661102,487.47,467.51,498.9,457.25
557663090,479.6,461.39,501.48,457.89
557665091,480.24,467.37,494.28,455.19
557667091,480.01,469.94,505.3,458.86
557669090,487.78,458.65,496.6,452.25
557671091,484.09,460.57,503.04,457.49
557673090,481.42,461.16,497.15,459.37
557675087,480.83,469.05,498.88,459.95
557677091,481.58,468.4,496.51,465.17
557679089,482.95,469.04,505.46,457.6
557681090,481.8,465.21,498.88,459.62
557683090,484.25,463.8,501.82,458.37
557685092,475.51,462.22,501.59,459.76
557687089,489.06,469.07,502.21,454.92
557689092,487.87,466.33,497.16,463
557691092,487.83,467.67,500.03,451.33
557693089,478.17,467.3,498.46,460.55
557695090,482.93,468.52,501.45,460.62
557697090,479.41,464.05,502.64,461.92
557699090,487.71,467.59,492.66,465.53
557701090,489.54,466.28,495.78,460.73
557703101,480.51,471.94,493.65,460.1
557705104,486,461.86,498.02,458
557707091,481.58,463.96,496.96,458.67
557709083,483.94,462.57,494.6,457.9
557711079,483.2,468.54,496.84,458.35
557713120,486.41,468.46,492.2,461.32
557715101,486.19,463.09,497.76,458.8
557717104,484.28,467.94,495.34,466.58
557719104,484.99,470.63,500.79,456.9
557721101,481.49,468.26,497.75,460.75
557723102,477.59,469.57,495,459.73
557725114,484.17,463.92,495.54,464.54
557727141,486.04,467.75,499.09,452.02
557729094,479.99,467.3,499.15,460.24
557731102,480.38,467.79,500.72,456.37
557733104,478.55,460.51,493.49,461.91
557735105,487.15,472.32,495.26,461.13
557737098,485.25,473.35,491.68,458.61
557739099,481.89,464.87,494.52,458.22
557741097,475.69,468.91,491.83,459.62
557743100,484.32,463.53,495.72,462
557745099,484.56,467.68,499.03,461.87
557747103,478.4,471.04,494.52,458.61
557749109,481.65,458.82,491.61,463.07
557751110,484.33,466.65,495.74,464.31
557753110,485.47,469.21,490.99,457.06
557755108,480.56,467.63,497.45,461.02
557757111,486.44,472.1,497.13,473.5
557759102,482.94,464.97,489.59,471.29
557761126,478.51,457.16,493.74,463.89
557763112,483.99,461.65,488.73,463.15
557765111,484.4,470.79,490.22,468.81
557767124,492.82,460.2,497.66,463.04
557769112,499.97,463.46,508.13,461.77
557771091,522.8,457.91,525.87,468.54
557773118,523.6,468.34,547.33,460.44
557775113,532.28,474.03,547.2,457.55
557777114,548.89,455.99,550.42,451.51
557779112,554.11,461.04,569.12,462.78
557781109,562.89,459.01,583.9,458.52
557783110,565.7,467.06,596.39,459.3
557785110,563.41,456.41,593.43,454.36
557787090,561.57,462.71,589.27,457.1
557789123,564.39,465.98,598.68,465.53
557791112,559.29,467.51,589.04,456.4
557793109,566.6,462.52,592.67,451.51
557795118,564.42,469.27,587.96,454.75
557797123,559.16,463.79,590.88,460.62
557799122,562.42,460.59,589.97,457.38
557801121,561.32,459.2,583.69,451.62
557803123,563.76,463.48,582.41,451.74
557805121,563.88,469.17,584.4,456.8
557807179,569.44,468.16,590,458.26
557809128,570.13,466.88,586.18,451.83
557811175,559.17,459.62,581.84,460.03
557813126,566.84,460.44,581.85,456.41
557815122,568.15,463.92,584.8,455.54
557817121,569.46,456.35,587.22,453.81
557819123,567.4,465.19,584.05,455.21
557821120,563.08,466.63,584.54,449.46
557823122,569.62,463.71,584.29,456.4
557825121,567.58,462.11,585.5,454
557827120,568.57,462.49,583.18,457.11
557829097,563.05,465.31,589.85,455.4
557831096,565.11,466.27,585.27,451.58
557833132,568.91,471.51,583.06,453.39
557835126,562.22,452.73,579.97,460.9
557837123,566.17,465.16,587.1,450.69
557839121,568.81,460.84,583.2,450.64
557841134,569.41,459.79,580.91,460.28
557843128,576.2,452.84,579.63,457.23
557845131,564.61,460.28,579.77,454.6
557847105,569.25,456.75,583.58,458.59
557849122,573.1,460.66,579.25,454.58
557851144,564.22,458.99,579.57,458
557853131,567.78,457.7,581.05,455.31
557855131,562.19,462.7,583.86,452.6
557857133,566.51,463.16,580.13,460.31
557859117,564.74,454.92,580.54,462.44
557861134,565.68,460.94,580.89,448.31
557863132,573.27,453.15,582.22,459.45
557865131,565.48,459.49,584.62,457.28
557867132,569.32,456.63,581.13,454.11
557869134,561.22,460.1,578.33,459.7
557871131,561.03,456.22,582.89,455.74
557873133,570.04,458.44,578.23,452.76
557875129,562.33,457.59,574.71,458.63
557877129,563.64,459.64,581.76,450.07
557879129,565.11,459.8,578.25,449.86
557881132,568.14,464.44,578.75,453.23
557883133,562.86,459.72,581.9,452.78
557885131,565.56,463.65,585.27,455.43
557887139,560.57,461.2,585.73,455.59
557889142,560.59,455.35,583.87,454.3
557891224,563.76,458.76,586.18,460.24
557893144,559.93,458.57,583.44,458.97
557895151,567.16,460.03,579.7,450.54
557897129,558.45,455.91,578.64,460.26
557899141,565.14,461.3,581.01,452.45
557901141,562.61,466.32,585.75,456.23
557903142,567.73,457.03,584.56,453.93
557905129,565.81,459.01,581.38,450.84
557907130,569.65,458.1,583.1,464.67
557909118,565.79,462.94,583.6,456.29
557911146,558.07,455.14,579.29,452.92
557913144,560.03,468.03,581.08,457.53
557915140,562.69,451.35,580.09,455.63
557917140,564.26,459.89,575.97,454.27
557919141,562.16,462.01,579.03,457.61
557921143,565.6,459.43,585.99,460.16
557923144,563.73,462.16,584.97,462.69
557925142,561.03,461.15,580.21,460.08
557927141,562.74,465.09,579.69,465.65
557929144,560.43,466.21,584.66,461.13
557931139,566.95,457.95,585.43,458.33
557933154,562.76,466.21,583.12,463.74
557935149,568.77,458.43,581.26,461.02
557937150,561.05,460.82,582.92,457.36
557939151,563.78,462.18,586.81,461.37
557941151,565.2,456.63,582.83,458.71
557943150,561.33,463.43,580.58,461.11
557945150,560.98,465.79,583.58,468.25
557947151,561.13,459.88,582.46,453.58
557949152,558.95,459.46,583.13,457.35
557951152,562.23,459.17,581.2,459.12
557953151,564.78,459.92,583.3,459.97
557955138,562.36,468.97,583.95,461.89
557957126,562.97,460.41,575.37,460.41
557959148,558.33,469.83,580,468.98
557961168,561.68,472.22,579.21,460.03
557963151,564.62,464.54,584.91,458.26
557965165,565.81,465.84,583.17,462.1
557967152,558.85,466.34,582.45,462.23
557969152,559.83,466.71,587.08,458.56
557971153,562.63,466.47,585.88,460.5
557973159,564.15,467.15,582.56,465.26
557975183,559.74,471.19,581.24,457.1
557977153,561.84,466.27,579.94,473.58
557979162,563.82,462.52,578.06,465.3
557981163,555.06,472.9,580.5,473.87
557983158,557.54,469.06,576.81,479.14
557985161,558.69,466.96,579.33,474.55
557987146,559.26,474.29,576.65,467.97
557989152,556.73,473.77,575.24,475.18
557991175,556.97,471.43,579.54,474.17
557993160,556.06,467.88,575.18,463.07
557995162,556.91,471.52,578.59,462.15
557997162,548.26,465.57,574.11,464.09
557999163,549.56,471.04,575.79,468.3
558001162,560.21,468.36,577.1,465.63
558003162,557.31,463.29,573.99,461.05
558005162,553.27,474.15,577.38,463.45
558007162,557.27,464.51,574.97,456.93
558009147,557.24,471.65,574.79,459.03
558011176,560.26,472.74,575.26,468.07
558013163,560.76,467.88,574.22,462.44
558015167,552.81,466.21,579.1,460.29
558017155,566.53,475.93,578.75,459.59
558019167,561,472.49,575.86,461.57
558021167,554.76,472.35,579.53,462.11
558023161,558.41,464.56,575.16,466.89
558025179,553.83,474.1,577.15,459.62
558027170,558.93,476.04,578.62,455.59
558029173,556.94,470.21,570.08,457.07
558031170,560.07,471.25,581.4,456.6
558033170,556.9,472.74,574.54,468.46
558035171,554.26,475.53,572.46,457.98
558037172,553.55,473.19,572.37,465.84
558039169,558.75,471.14,570.42,462.19
558041169,558.52,469.93,575.04,462.47
558043173,556.18,476.62,572.75,458.87
558045173,551.85,469.32,575.44,456.31
558047170,556.76,470.51,571.42,469.19
558049173,551.52,470.08,574,466.92
558051170,558.31,465.67,569.82,459.6
558053171,558.77,468.96,579.9,467
558055227,565.68,468.99,575.88,458.11
558057180,556.41,471.98,575.38,464.36
558059207,562.16,473.89,573.85,465.41
558061177,554.83,467.48,575.7,470.08
558063175,554.89,466.7,575.35,461.79
558065170,555.01,471.05,573.62,464.48
558067171,562.08,476.61,578.67,469.52
558069172,555.69,478.21,577.84,474.16
558071185,557.57,470.32,575.41,479.2
558073182,558.31,462.56,577.94,472.89
558075183,557.49,458.38,559.84,463.79
558077176,550.75,463.68,561.7,458.48
558079161,531.92,444.99,541.71,453.54
558081196,525.41,441.19,534.19,438.59
558083181,526.35,428.38,536.36,431.16
558085187,521.51,433.3,532.96,420.39
558087178,518.55,436.83,536.28,422.52
558089185,523.48,438.66,540.45,414.7
558091183,514.2,429.82,538.23,414.36
558093180,508.39,425.99,534.95,417.21
558095182,508.96,426.94,533.64,418.4
558097188,501.24,426.8,529.75,416.49
558099184,501.29,421.35,532.57,415.3
558101184,513.7,419.79,531.15,409.13
558103182,515.42,425.3,528.67,416.92
558105188,502.49,420.85,528,420
558107184,510.67,426.25,528.27,427.5
558109159,510.25,423.65,534.62,418.62
558111186,512.38,429.9,530.94,420.21
558113184,511.87,426.78,530.77,414.21
558115182,506.16,428.98,531.46,414.26
558117192,513.89,423.46,537.14,413.76
558119191,509.67,421.06,534.83,419.2
558121189,505.48,422.75,536.4,414.36
558123192,506.43,419.92,538.18,414.17
558125194,517.74,422.56,537.88,420.94
558127177,512.57,429.79,536.03,422.54
558129182,513.03,431.98,537.63,414.21
558131197,513.98,423.79,534.68,415.09
558133193,513.91,419.9,537.95,413.07
558135191,506.78,419,537.95,413.55
558137193,517.78,422.26,532.83,415.17
558139246,516.25,418.3,535.37,417.34
558141211,516.56,415.46,533,415.57
558143188,515.54,419.81,535.37,421.59
558145202,515.88,426.35,536.91,411.07
558147191,518.28,417.68,531.25,418.61
558149191,517.19,421.92,533.75,415.22
558151188,523.18,411.6,524.52,419.59
558153192,519.78,420.71,537.1,413.88
558155188,521.59,415.98,534.42,423.8
558157194,523.43,422.61,531.15,414.84
558159179,519.89,417.55,533.2,417.34
558161205,518.99,418.76,531.22,423.95
558163201,515.38,422.32,529.29,418.35
558165202,519.27,416.18,533.3,418.79
558167200,518.24,422.61,529.84,420.68
558169201,525.25,411.87,527.65,412.46
558171202,522.62,419.63,527.43,421.82
558173205,527,415.64,527.26,413.09
558175202,515.88,410.44,524.52,423.63
558177202,518.94,419.27,526.6,416.7
558179209,523.17,415.92,529.79,422.43
558181210,521.19,420.43,527.88,421.29
558183202,525.8,420.16,526.64,425.18
558185203,516.99,415.72,526.98,418.39
558187202,518.51,420.76,524.91,417.03
558189204,516.02,412.86,521.6,420.38
558191203,517,406.76,525.03,421.99
558193204,515.23,412.59,532.73,416.92
558195205,519.3,414.62,523.73,423.99
558197200,520.98,420.92,522.2,420.14
558199199,519.61,415.11,524.47,422.33
558201203,519.36,418.76,517.55,414.85
558203193,518.14,419.75,518.04,423.33
558205213,516.73,419.69,523.56,421.83
558207201,510.92,414.15,522.94,422.73
558209209,517.12,419.99,523.55,419.67
558211219,515.7,417.37,521.53,424.65
558213214,516.78,419.09,519.14,420.32
558215211,511.72,422.1,519.98,419.14
558217212,519.97,418.49,521.48,423.76
558219211,515.07,415.3,522.99,423.91
558221224,519.47,417.13,517.49,422.93
558223243,511.04,419.48,521.05,419.46
558225212,514.55,416.96,519.13,426.58
558227212,516.3,424.45,514.93,414.03
558229214,516,417.93,517.86,420.07
558231216,517.02,419.93,518.79,427.12
558233214,509.91,415.25,521.63,421.43
558235212,515.67,418.3,521.77,425.93
558237214,508.96,412.3,519.99,418.68
558239211,518.23,421.74,519.63,422.41
558241211,516.62,414.47,517.79,418.06
558243214,521.18,419.81,520.02,421.12
558245211,512.97,415.45,519.43,423.67
558247215,514.87,416.69,517.56,418.12
558249214,512.8,417.7,519.02,421.06
558251212,514.81,412.19,520.49,423.52
558253218,510.65,415.84,520.79,420.92
558255222,517.04,412.02,522.85,420.13
558257222,519.68,417.95,520.1,424.6
558259217,507.82,418.64,514.45,417.28
558261245,513.69,419.74,520.73,430.14
558263226,517.35,426.71,515.25,413.66
558265209,511.73,415.72,517.6,420.52
558267219,517.42,411.9,519.49,416.92
558269208,515.55,418.4,518.03,419.13
558271225,514.05,415.04,520.06,422.62
558273224,510.91,419.13,520.17,416.87
558275220,514.26,421.8,523.51,418.23
558277231,515.52,421.35,515.36,426.33
558279223,511.69,418.97,519.44,416.29
558281223,519.75,417.77,515.09,427.82
558283225,512.76,415.8,517.55,422.32
558285222,517.31,422.96,520.48,429.13
558287223,512.89,416.99,525.44,430.88
558289222,517.44,415.2,518.88,421.1
558291223,520,409.89,522.99,425.93
558293222,515.34,416.26,524.32,419.2
558295222,516.4,416.19,524.55,420.73
558297225,517.44,425.63,525.08,421.41
558299224,514.09,417.33,524.86,414.73
558301235,515.73,424.55,528.44,424.47
558303292,519.69,417.16,525.88,421.33
558305240,518.35,422.49,530.96,422.67
558307249,517.38,430.1,527.84,422.29
558309229,515.87,424.35,526.49,420.79
558311247,519.4,414.31,524.32,420.59
558313233,518.34,419,530.83,414.18
558315233,519.89,419.1,528.45,418.68
558317232,519.28,416,531.2,421.02
558319233,521.56,422.22,530.99,416.13
558321233,519,426.52,534.97,423.84
558323234,521.21,419.06,529.56,415.74
558325234,520.85,430.15,529.17,419.14
558327233,517.02,425.62,529.37,417.35
558329221,516.42,420.52,531.6,423.07
558331243,515.88,421.19,537.08,415.35
558333236,519.83,425.18,533.31,416.55
558335240,519.96,421.92,531.43,415.16
558337235,525.08,420.33,533.84,416.99
558339229,521.37,428.07,536.23,415.05
558341232,519.92,418.78,534.86,417.6
558343233,515.78,422.81,531.19,419.93
558345243,523.68,423.28,537.12,412.06
558347246,515.11,423.98,540.9,414.83
558349244,516.77,420.96,535.34,418.3
558351242,523.79,420.45,530.36,409.69
558353244,517.62,424.31,538.29,411.48
558355242,525.16,411.03,538.18,417.88
558357243,521.01,420.64,532.68,418.12
558359232,527.31,418.46,535.42,415
558361226,523.82,415.66,534.82,411.78
558363250,519.8,421.17,533.25,408.54
558365243,515.94,425.3,537.08,409.37
558367242,518.63,418.14,533.58,410.81
558369246,519.5,422.38,534.27,413.42
558371243,519.14,422.12,532.28,410.46
558373245,508.83,418.11,532.27,406.28
558375241,510.44,417.64,520.56,421.77
558377242,504.62,420.77,502.47,425.85
558379245,483.38,429.15,496.76,419.83
558381245,476.18,439.72,502.15,433.81
558383245,471.5,432.45,488.78,452.57
558385246,467.83,444.96,471.69,460.94
558387296,457.97,457.87,463.66,454.62
558389248,453.6,446.24,461.83,463.83
558391235,447.83,459.8,462.49,472.93
558393256,445.7,454.72,459.19,486
558395248,450.67,455.99,464.99,488.42
558397252,451.56,461,469.52,484.05
558399260,451.35,461.04,471.37,486.1
558401253,446.7,462.85,466.03,484.65
558403252,445.81,462,476.87,486.53
558405253,447.38,460.87,468.77,477.93
558407242,448.14,460.57,463.13,482.6
558409239,448.06,458,461.95,486.39
558411239,442.22,454.8,461.8,478.79
558413258,446.27,460.18,459.17,468.27
558415255,457.37,458.19,461.18,481.75
558417253,446.71,466.02,458.17,484.2
558419251,440.04,464.79,459.38,481.24
558421252,449.38,463.62,468.48,481.36
558423252,450.62,462.94,465.75,481.18
558425255,446.77,468.24,465.75,483.87
558427255,445.35,467.73,464.74,478.06
558429260,445.23,464.66,469.95,487.19
558431252,445.05,459.52,468.4,477.25
558433253,446.11,466.23,466.69,481.91
558435253,440.82,457.48,466.95,480.97
558437254,439.62,461.58,470.79,484.47
558439265,444.77,467.05,467.8,477.76
558441263,448.48,459.74,463.42,477.35
558443260,451.64,466.5,467.39,476.84
558445262,448.74,458.55,463.14,475.43
558447263,446.93,472.5,466.42,478.69
558449265,449.21,462.5,459.39,483.14
558451261,447.02,463.34,469.35,476.98
558453262,449.39,462.22,463.93,477.47
558455249,451.99,459.59,462.36,482.44
558457259,449.92,462.48,465.83,479.65
558459243,446.41,464.39,458.05,482.65
558461280,445.96,463.47,461.01,483.93
558463262,442.81,460.63,462.78,482.85
